election,election_date,precinct_code,precinct_description,political_party,voter_count
2016 GENERAL PRIMARY,4/26/2016,906,PHILA WD 09 DIV 06,NO AFFILIATION,9
2016 GENERAL PRIMARY,4/26/2016,906,PHILA WD 09 DIV 06,INDEPENDENT,2
2016 GENERAL PRIMARY,4/26/2016,906,PHILA WD 09 DIV 06,REPUBLICAN,61
2016 GENERAL PRIMARY,4/26/2016,907,PHILA WD 09 DIV 07,REPUBLICAN,72
2016 GENERAL PRIMARY,4/26/2016,907,PHILA WD 09 DIV 07,NONE,1
2016 GENERAL PRIMARY,4/26/2016,907,PHILA WD 09 DIV 07,NON-PARTISAN,2
2016 GENERAL PRIMARY,4/26/2016,907,PHILA WD 09 DIV 07,DEMOCRATIC,308
2016 GENERAL PRIMARY,4/26/2016,907,PHILA WD 09 DIV 07,NO AFFILIATION,8
2016 GENERAL PRIMARY,4/26/2016,908,PHILA WD 09 DIV 08,REPUBLICAN,59
2016 GENERAL PRIMARY,4/26/2016,908,PHILA WD 09 DIV 08,DEMOCRATIC,187
2016 GENERAL PRIMARY,4/26/2016,908,PHILA WD 09 DIV 08,NO AFFILIATION,4
2016 GENERAL PRIMARY,4/26/2016,909,PHILA WD 09 DIV 09,INDEPENDENT,3
2016 GENERAL PRIMARY,4/26/2016,909,PHILA WD 09 DIV 09,REPUBLICAN,63
2016 GENERAL PRIMARY,4/26/2016,909,PHILA WD 09 DIV 09,GREEN,1
2016 GENERAL PRIMARY,4/26/2016,909,PHILA WD 09 DIV 09,DEMOCRATIC,434
2016 GENERAL PRIMARY,4/26/2016,909,PHILA WD 09 DIV 09,NO AFFILIATION,14
2016 GENERAL PRIMARY,4/26/2016,910,PHILA WD 09 DIV 10,DEMOCRATIC,371
2016 GENERAL PRIMARY,4/26/2016,910,PHILA WD 09 DIV 10,NON-PARTISAN,1
2016 GENERAL PRIMARY,4/26/2016,910,PHILA WD 09 DIV 10,REPUBLICAN,109
2016 GENERAL PRIMARY,4/26/2016,910,PHILA WD 09 DIV 10,NO AFFILIATION,16
2016 GENERAL PRIMARY,4/26/2016,911,PHILA WD 09 DIV 11,NON-PARTISAN,1
2016 GENERAL PRIMARY,4/26/2016,911,PHILA WD 09 DIV 11,NO AFFILIATION,6
2016 GENERAL PRIMARY,4/26/2016,911,PHILA WD 09 DIV 11,DEMOCRATIC,467
2016 GENERAL PRIMARY,4/26/2016,911,PHILA WD 09 DIV 11,INDEPENDENT,2
2016 GENERAL PRIMARY,4/26/2016,911,PHILA WD 09 DIV 11,REPUBLICAN,99
2016 GENERAL PRIMARY,4/26/2016,912,PHILA WD 09 DIV 12,NO AFFILIATION,18
2016 GENERAL PRIMARY,4/26/2016,912,PHILA WD 09 DIV 12,NON-PARTISAN,1
2016 GENERAL PRIMARY,4/26/2016,912,PHILA WD 09 DIV 12,REPUBLICAN,43
2016 GENERAL PRIMARY,4/26/2016,912,PHILA WD 09 DIV 12,DEMOCRATIC,413
2016 GENERAL PRIMARY,4/26/2016,912,PHILA WD 09 DIV 12,INDEPENDENT,3
2016 GENERAL PRIMARY,4/26/2016,912,PHILA WD 09 DIV 12,OTHER,1
2016 GENERAL PRIMARY,4/26/2016,913,PHILA WD 09 DIV 13,NO AFFILIATION,6
2016 GENERAL PRIMARY,4/26/2016,913,PHILA WD 09 DIV 13,REPUBLICAN,13
2016 GENERAL PRIMARY,4/26/2016,913,PHILA WD 09 DIV 13,DEMOCRATIC,408
2016 GENERAL PRIMARY,4/26/2016,913,PHILA WD 09 DIV 13,GREEN,1
2016 GENERAL PRIMARY,4/26/2016,914,PHILA WD 09 DIV 14,NON-PARTISAN,1
2016 GENERAL PRIMARY,4/26/2016,914,PHILA WD 09 DIV 14,NO AFFILIATION,7
2016 GENERAL PRIMARY,4/26/2016,914,PHILA WD 09 DIV 14,DEMOCRATIC,330
2016 GENERAL PRIMARY,4/26/2016,914,PHILA WD 09 DIV 14,REPUBLICAN,12
2016 GENERAL PRIMARY,4/26/2016,915,PHILA WD 09 DIV 15,GREEN,2
2016 GENERAL PRIMARY,4/26/2016,915,PHILA WD 09 DIV 15,DEMOCRATIC,383
2016 GENERAL PRIMARY,4/26/2016,915,PHILA WD 09 DIV 15,NO AFFILIATION,7
2016 GENERAL PRIMARY,4/26/2016,915,PHILA WD 09 DIV 15,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,915,PHILA WD 09 DIV 15,REPUBLICAN,22
2016 GENERAL PRIMARY,4/26/2016,916,PHILA WD 09 DIV 16,INDEPENDENT,2
2016 GENERAL PRIMARY,4/26/2016,916,PHILA WD 09 DIV 16,REPUBLICAN,13
2016 GENERAL PRIMARY,4/26/2016,916,PHILA WD 09 DIV 16,NO AFFILIATION,6
2016 GENERAL PRIMARY,4/26/2016,916,PHILA WD 09 DIV 16,DEMOCRATIC,276
2016 GENERAL PRIMARY,4/26/2016,917,PHILA WD 09 DIV 17,NO AFFILIATION,7
2016 GENERAL PRIMARY,4/26/2016,917,PHILA WD 09 DIV 17,REPUBLICAN,14
2016 GENERAL PRIMARY,4/26/2016,917,PHILA WD 09 DIV 17,DEMOCRATIC,249
2016 GENERAL PRIMARY,4/26/2016,917,PHILA WD 09 DIV 17,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,1001,PHILA WD 10 DIV 01,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,1001,PHILA WD 10 DIV 01,DEMOCRATIC,276
2016 GENERAL PRIMARY,4/26/2016,1001,PHILA WD 10 DIV 01,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,1001,PHILA WD 10 DIV 01,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,1001,PHILA WD 10 DIV 01,REPUBLICAN,3
2016 GENERAL PRIMARY,4/26/2016,1002,PHILA WD 10 DIV 02,REPUBLICAN,4
2016 GENERAL PRIMARY,4/26/2016,1002,PHILA WD 10 DIV 02,DEMOCRATIC,369
2016 GENERAL PRIMARY,4/26/2016,1002,PHILA WD 10 DIV 02,NO AFFILIATION,1
2016 GENERAL PRIMARY,4/26/2016,1003,PHILA WD 10 DIV 03,REPUBLICAN,2
2016 GENERAL PRIMARY,4/26/2016,1003,PHILA WD 10 DIV 03,DEMOCRATIC,330
2016 GENERAL PRIMARY,4/26/2016,1003,PHILA WD 10 DIV 03,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,1004,PHILA WD 10 DIV 04,DEMOCRATIC,279
2016 GENERAL PRIMARY,4/26/2016,1004,PHILA WD 10 DIV 04,NO AFFILIATION,1
2016 GENERAL PRIMARY,4/26/2016,1004,PHILA WD 10 DIV 04,REPUBLICAN,1
2016 GENERAL PRIMARY,4/26/2016,1005,PHILA WD 10 DIV 05,OTHER,1
2016 GENERAL PRIMARY,4/26/2016,1005,PHILA WD 10 DIV 05,NO AFFILIATION,2
2016 GENERAL PRIMARY,4/26/2016,1005,PHILA WD 10 DIV 05,DEMOCRATIC,294
2016 GENERAL PRIMARY,4/26/2016,1005,PHILA WD 10 DIV 05,REPUBLICAN,2
2016 GENERAL PRIMARY,4/26/2016,1006,PHILA WD 10 DIV 06,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,1006,PHILA WD 10 DIV 06,UNKNOWN,1
2016 GENERAL PRIMARY,4/26/2016,1006,PHILA WD 10 DIV 06,DEMOCRATIC,292
2016 GENERAL PRIMARY,4/26/2016,1006,PHILA WD 10 DIV 06,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,1006,PHILA WD 10 DIV 06,REPUBLICAN,2
2016 GENERAL PRIMARY,4/26/2016,1007,PHILA WD 10 DIV 07,DEMOCRATIC,285
2016 GENERAL PRIMARY,4/26/2016,1007,PHILA WD 10 DIV 07,NO PARTY,2
2016 GENERAL PRIMARY,4/26/2016,1008,PHILA WD 10 DIV 08,REPUBLICAN,4
2016 GENERAL PRIMARY,4/26/2016,1008,PHILA WD 10 DIV 08,DEMOCRATIC,256
2016 GENERAL PRIMARY,4/26/2016,1008,PHILA WD 10 DIV 08,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,1008,PHILA WD 10 DIV 08,NO AFFILIATION,4
2016 GENERAL PRIMARY,4/26/2016,1009,PHILA WD 10 DIV 09,DEMOCRATIC,278
2016 GENERAL PRIMARY,4/26/2016,1009,PHILA WD 10 DIV 09,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,1009,PHILA WD 10 DIV 09,REPUBLICAN,5
2016 GENERAL PRIMARY,4/26/2016,1010,PHILA WD 10 DIV 10,NO AFFILIATION,4
2016 GENERAL PRIMARY,4/26/2016,1010,PHILA WD 10 DIV 10,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,1010,PHILA WD 10 DIV 10,OTHER,1
2016 GENERAL PRIMARY,4/26/2016,1010,PHILA WD 10 DIV 10,DEMOCRATIC,230
2016 GENERAL PRIMARY,4/26/2016,1010,PHILA WD 10 DIV 10,UNKNOWN,1
2016 GENERAL PRIMARY,4/26/2016,1011,PHILA WD 10 DIV 11,DEMOCRATIC,245
2016 GENERAL PRIMARY,4/26/2016,1011,PHILA WD 10 DIV 11,UNKNOWN,1
2016 GENERAL PRIMARY,4/26/2016,1011,PHILA WD 10 DIV 11,SOCIALIST,1
2016 GENERAL PRIMARY,4/26/2016,1011,PHILA WD 10 DIV 11,NO AFFILIATION,6
2016 GENERAL PRIMARY,4/26/2016,1012,PHILA WD 10 DIV 12,REPUBLICAN,3
2016 GENERAL PRIMARY,4/26/2016,1012,PHILA WD 10 DIV 12,DEMOCRATIC,304
2016 GENERAL PRIMARY,4/26/2016,1012,PHILA WD 10 DIV 12,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,1012,PHILA WD 10 DIV 12,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,1013,PHILA WD 10 DIV 13,REPUBLICAN,5
2016 GENERAL PRIMARY,4/26/2016,1013,PHILA WD 10 DIV 13,DEMOCRATIC,359
2016 GENERAL PRIMARY,4/26/2016,1013,PHILA WD 10 DIV 13,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,1013,PHILA WD 10 DIV 13,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,1014,PHILA WD 10 DIV 14,NO AFFILIATION,5
2016 GENERAL PRIMARY,4/26/2016,1014,PHILA WD 10 DIV 14,DEMOCRATIC,374
2016 GENERAL PRIMARY,4/26/2016,1014,PHILA WD 10 DIV 14,REPUBLICAN,3
2016 GENERAL PRIMARY,4/26/2016,1014,PHILA WD 10 DIV 14,NON-PARTISAN,1
2016 GENERAL PRIMARY,4/26/2016,1015,PHILA WD 10 DIV 15,DEMOCRATIC,281
2016 GENERAL PRIMARY,4/26/2016,1015,PHILA WD 10 DIV 15,NO AFFILIATION,5
2016 GENERAL PRIMARY,4/26/2016,1016,PHILA WD 10 DIV 16,DEMOCRATIC,283
2016 GENERAL PRIMARY,4/26/2016,1016,PHILA WD 10 DIV 16,REPUBLICAN,3
2016 GENERAL PRIMARY,4/26/2016,1016,PHILA WD 10 DIV 16,NO AFFILIATION,9
2016 GENERAL PRIMARY,4/26/2016,1017,PHILA WD 10 DIV 17,DEMOCRATIC,278
2016 GENERAL PRIMARY,4/26/2016,1017,PHILA WD 10 DIV 17,INDEPENDENT,2
2016 GENERAL PRIMARY,4/26/2016,1017,PHILA WD 10 DIV 17,REPUBLICAN,5
2016 GENERAL PRIMARY,4/26/2016,1017,PHILA WD 10 DIV 17,NO AFFILIATION,5
2016 GENERAL PRIMARY,4/26/2016,1018,PHILA WD 10 DIV 18,REPUBLICAN,3
2016 GENERAL PRIMARY,4/26/2016,1018,PHILA WD 10 DIV 18,DEMOCRATIC,250
2016 GENERAL PRIMARY,4/26/2016,1018,PHILA WD 10 DIV 18,NO AFFILIATION,5
2016 GENERAL PRIMARY,4/26/2016,1019,PHILA WD 10 DIV 19,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,1019,PHILA WD 10 DIV 19,NO AFFILIATION,5
2016 GENERAL PRIMARY,4/26/2016,1019,PHILA WD 10 DIV 19,REPUBLICAN,5
2016 GENERAL PRIMARY,4/26/2016,1019,PHILA WD 10 DIV 19,DEMOCRATIC,265
2016 GENERAL PRIMARY,4/26/2016,1020,PHILA WD 10 DIV 20,REPUBLICAN,4
2016 GENERAL PRIMARY,4/26/2016,1020,PHILA WD 10 DIV 20,UNKNOWN,1
2016 GENERAL PRIMARY,4/26/2016,1020,PHILA WD 10 DIV 20,DEMOCRATIC,292
2016 GENERAL PRIMARY,4/26/2016,1020,PHILA WD 10 DIV 20,NO AFFILIATION,7
2016 GENERAL PRIMARY,4/26/2016,1021,PHILA WD 10 DIV 21,DEMOCRATIC,299
2016 GENERAL PRIMARY,4/26/2016,1021,PHILA WD 10 DIV 21,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,1021,PHILA WD 10 DIV 21,NO AFFILIATION,6
2016 GENERAL PRIMARY,4/26/2016,1021,PHILA WD 10 DIV 21,NO PARTY,3
2016 GENERAL PRIMARY,4/26/2016,1021,PHILA WD 10 DIV 21,REPUBLICAN,4
2016 GENERAL PRIMARY,4/26/2016,1022,PHILA WD 10 DIV 22,DEMOCRATIC,223
2016 GENERAL PRIMARY,4/26/2016,1022,PHILA WD 10 DIV 22,NO AFFILIATION,2
2016 GENERAL PRIMARY,4/26/2016,1022,PHILA WD 10 DIV 22,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,1022,PHILA WD 10 DIV 22,CONSTITUTION,1
2016 GENERAL PRIMARY,4/26/2016,1022,PHILA WD 10 DIV 22,CONSUMER'S,1
2016 GENERAL PRIMARY,4/26/2016,1023,PHILA WD 10 DIV 23,DEMOCRATIC,283
2016 GENERAL PRIMARY,4/26/2016,1023,PHILA WD 10 DIV 23,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,1023,PHILA WD 10 DIV 23,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,1023,PHILA WD 10 DIV 23,REPUBLICAN,2
2016 GENERAL PRIMARY,4/26/2016,1024,PHILA WD 10 DIV 24,REPUBLICAN,3
2016 GENERAL PRIMARY,4/26/2016,1024,PHILA WD 10 DIV 24,DEMOCRATIC,278
2016 GENERAL PRIMARY,4/26/2016,1024,PHILA WD 10 DIV 24,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,1025,PHILA WD 10 DIV 25,DEMOCRATIC,311
2016 GENERAL PRIMARY,4/26/2016,1025,PHILA WD 10 DIV 25,UNKNOWN,1
2016 GENERAL PRIMARY,4/26/2016,1025,PHILA WD 10 DIV 25,NO AFFILIATION,8
2016 GENERAL PRIMARY,4/26/2016,1025,PHILA WD 10 DIV 25,REPUBLICAN,4
2016 GENERAL PRIMARY,4/26/2016,1026,PHILA WD 10 DIV 26,DEMOCRATIC,274
2016 GENERAL PRIMARY,4/26/2016,1026,PHILA WD 10 DIV 26,REPUBLICAN,5
2016 GENERAL PRIMARY,4/26/2016,1026,PHILA WD 10 DIV 26,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,1027,PHILA WD 10 DIV 27,DEMOCRATIC,268
2016 GENERAL PRIMARY,4/26/2016,1027,PHILA WD 10 DIV 27,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,1027,PHILA WD 10 DIV 27,NO AFFILIATION,4
2016 GENERAL PRIMARY,4/26/2016,1027,PHILA WD 10 DIV 27,REPUBLICAN,4
2016 GENERAL PRIMARY,4/26/2016,1028,PHILA WD 10 DIV 28,REPUBLICAN,2
2016 GENERAL PRIMARY,4/26/2016,1028,PHILA WD 10 DIV 28,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,1028,PHILA WD 10 DIV 28,DEMOCRATIC,271
2016 GENERAL PRIMARY,4/26/2016,1028,PHILA WD 10 DIV 28,NO AFFILIATION,4
2016 GENERAL PRIMARY,4/26/2016,1029,PHILA WD 10 DIV 29,DEMOCRATIC,333
2016 GENERAL PRIMARY,4/26/2016,1029,PHILA WD 10 DIV 29,NO AFFILIATION,5
2016 GENERAL PRIMARY,4/26/2016,1029,PHILA WD 10 DIV 29,REPUBLICAN,7
2016 GENERAL PRIMARY,4/26/2016,1101,PHILA WD 11 DIV 01,NO AFFILIATION,2
2016 GENERAL PRIMARY,4/26/2016,1101,PHILA WD 11 DIV 01,REPUBLICAN,3
2016 GENERAL PRIMARY,4/26/2016,1101,PHILA WD 11 DIV 01,DEMOCRATIC,132
2016 GENERAL PRIMARY,4/26/2016,1102,PHILA WD 11 DIV 02,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,1102,PHILA WD 11 DIV 02,DEMOCRATIC,229
2016 GENERAL PRIMARY,4/26/2016,1102,PHILA WD 11 DIV 02,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,1102,PHILA WD 11 DIV 02,REPUBLICAN,4
2016 GENERAL PRIMARY,4/26/2016,1102,PHILA WD 11 DIV 02,UNKNOWN,1
2016 GENERAL PRIMARY,4/26/2016,1103,PHILA WD 11 DIV 03,DEMOCRATIC,173
2016 GENERAL PRIMARY,4/26/2016,1103,PHILA WD 11 DIV 03,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,1103,PHILA WD 11 DIV 03,NO AFFILIATION,2
2016 GENERAL PRIMARY,4/26/2016,1103,PHILA WD 11 DIV 03,REPUBLICAN,9
2016 GENERAL PRIMARY,4/26/2016,1103,PHILA WD 11 DIV 03,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,1104,PHILA WD 11 DIV 04,DEMOCRATIC,85
2016 GENERAL PRIMARY,4/26/2016,1104,PHILA WD 11 DIV 04,REPUBLICAN,2
2016 GENERAL PRIMARY,4/26/2016,1104,PHILA WD 11 DIV 04,NO AFFILIATION,2
2016 GENERAL PRIMARY,4/26/2016,1105,PHILA WD 11 DIV 05,NO AFFILIATION,2
2016 GENERAL PRIMARY,4/26/2016,1105,PHILA WD 11 DIV 05,REPUBLICAN,3
2016 GENERAL PRIMARY,4/26/2016,1105,PHILA WD 11 DIV 05,DEMOCRATIC,132
2016 GENERAL PRIMARY,4/26/2016,1105,PHILA WD 11 DIV 05,NON-PARTISAN,1
2016 GENERAL PRIMARY,4/26/2016,1105,PHILA WD 11 DIV 05,UNKNOWN,1
2016 GENERAL PRIMARY,4/26/2016,1105,PHILA WD 11 DIV 05,GREEN,1
2016 GENERAL PRIMARY,4/26/2016,1106,PHILA WD 11 DIV 06,DEMOCRATIC,131
2016 GENERAL PRIMARY,4/26/2016,1106,PHILA WD 11 DIV 06,OTHER,1
2016 GENERAL PRIMARY,4/26/2016,1106,PHILA WD 11 DIV 06,REPUBLICAN,6
2016 GENERAL PRIMARY,4/26/2016,1106,PHILA WD 11 DIV 06,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,1107,PHILA WD 11 DIV 07,REPUBLICAN,2
2016 GENERAL PRIMARY,4/26/2016,1107,PHILA WD 11 DIV 07,DEMOCRATIC,191
2016 GENERAL PRIMARY,4/26/2016,1107,PHILA WD 11 DIV 07,NO AFFILIATION,2
2016 GENERAL PRIMARY,4/26/2016,1108,PHILA WD 11 DIV 08,REPUBLICAN,5
2016 GENERAL PRIMARY,4/26/2016,1108,PHILA WD 11 DIV 08,DEMOCRATIC,273
2016 GENERAL PRIMARY,4/26/2016,1108,PHILA WD 11 DIV 08,OTHER,1
2016 GENERAL PRIMARY,4/26/2016,1108,PHILA WD 11 DIV 08,NO AFFILIATION,7
2016 GENERAL PRIMARY,4/26/2016,1108,PHILA WD 11 DIV 08,UNKNOWN,1
2016 GENERAL PRIMARY,4/26/2016,1109,PHILA WD 11 DIV 09,NO AFFILIATION,4
2016 GENERAL PRIMARY,4/26/2016,1109,PHILA WD 11 DIV 09,REPUBLICAN,6
2016 GENERAL PRIMARY,4/26/2016,1109,PHILA WD 11 DIV 09,DEMOCRATIC,220
2016 GENERAL PRIMARY,4/26/2016,1109,PHILA WD 11 DIV 09,OTHER,2
2016 GENERAL PRIMARY,4/26/2016,1109,PHILA WD 11 DIV 09,UNKNOWN,1
2016 GENERAL PRIMARY,4/26/2016,1110,PHILA WD 11 DIV 10,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,1110,PHILA WD 11 DIV 10,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,1110,PHILA WD 11 DIV 10,DEMOCRATIC,124
2016 GENERAL PRIMARY,4/26/2016,1110,PHILA WD 11 DIV 10,REPUBLICAN,5
2016 GENERAL PRIMARY,4/26/2016,1111,PHILA WD 11 DIV 11,NO AFFILIATION,2
2016 GENERAL PRIMARY,4/26/2016,1111,PHILA WD 11 DIV 11,REPUBLICAN,12
2016 GENERAL PRIMARY,4/26/2016,1111,PHILA WD 11 DIV 11,DEMOCRATIC,214
2016 GENERAL PRIMARY,4/26/2016,1112,PHILA WD 11 DIV 12,REPUBLICAN,5
2016 GENERAL PRIMARY,4/26/2016,1112,PHILA WD 11 DIV 12,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,1112,PHILA WD 11 DIV 12,DEMOCRATIC,162
2016 GENERAL PRIMARY,4/26/2016,1113,PHILA WD 11 DIV 13,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,1113,PHILA WD 11 DIV 13,REPUBLICAN,4
2016 GENERAL PRIMARY,4/26/2016,1113,PHILA WD 11 DIV 13,NO AFFILIATION,5
2016 GENERAL PRIMARY,4/26/2016,1113,PHILA WD 11 DIV 13,DEMOCRATIC,245
2016 GENERAL PRIMARY,4/26/2016,1114,PHILA WD 11 DIV 14,REPUBLICAN,3
2016 GENERAL PRIMARY,4/26/2016,1114,PHILA WD 11 DIV 14,INDEPENDENCE,1
2016 GENERAL PRIMARY,4/26/2016,1114,PHILA WD 11 DIV 14,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,1114,PHILA WD 11 DIV 14,UNKNOWN,1
2016 GENERAL PRIMARY,4/26/2016,1114,PHILA WD 11 DIV 14,DEMOCRATIC,173
2016 GENERAL PRIMARY,4/26/2016,1114,PHILA WD 11 DIV 14,OTHER,1
2016 GENERAL PRIMARY,4/26/2016,1115,PHILA WD 11 DIV 15,REPUBLICAN,6
2016 GENERAL PRIMARY,4/26/2016,1115,PHILA WD 11 DIV 15,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,1115,PHILA WD 11 DIV 15,DEMOCRATIC,117
2016 GENERAL PRIMARY,4/26/2016,1115,PHILA WD 11 DIV 15,UNKNOWN,1
2016 GENERAL PRIMARY,4/26/2016,1116,PHILA WD 11 DIV 16,REPUBLICAN,3
2016 GENERAL PRIMARY,4/26/2016,1116,PHILA WD 11 DIV 16,DEMOCRATIC,210
2016 GENERAL PRIMARY,4/26/2016,1116,PHILA WD 11 DIV 16,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,1117,PHILA WD 11 DIV 17,REPUBLICAN,5
2016 GENERAL PRIMARY,4/26/2016,1117,PHILA WD 11 DIV 17,NO AFFILIATION,4
2016 GENERAL PRIMARY,4/26/2016,1117,PHILA WD 11 DIV 17,OTHER,1
2016 GENERAL PRIMARY,4/26/2016,1117,PHILA WD 11 DIV 17,DEMOCRATIC,139
2016 GENERAL PRIMARY,4/26/2016,1118,PHILA WD 11 DIV 18,NO AFFILIATION,4
2016 GENERAL PRIMARY,4/26/2016,1118,PHILA WD 11 DIV 18,REFORM,1
2016 GENERAL PRIMARY,4/26/2016,1118,PHILA WD 11 DIV 18,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,1118,PHILA WD 11 DIV 18,REPUBLICAN,7
2016 GENERAL PRIMARY,4/26/2016,1118,PHILA WD 11 DIV 18,INDEPENDENT,2
2016 GENERAL PRIMARY,4/26/2016,1118,PHILA WD 11 DIV 18,DEMOCRATIC,170
2016 GENERAL PRIMARY,4/26/2016,1119,PHILA WD 11 DIV 19,INDEPENDENT,2
2016 GENERAL PRIMARY,4/26/2016,1119,PHILA WD 11 DIV 19,REPUBLICAN,4
2016 GENERAL PRIMARY,4/26/2016,1119,PHILA WD 11 DIV 19,NO AFFILIATION,5
2016 GENERAL PRIMARY,4/26/2016,1119,PHILA WD 11 DIV 19,DEMOCRATIC,218
2016 GENERAL PRIMARY,4/26/2016,1119,PHILA WD 11 DIV 19,OTHER,1
2016 GENERAL PRIMARY,4/26/2016,1120,PHILA WD 11 DIV 20,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,1120,PHILA WD 11 DIV 20,REPUBLICAN,4
2016 GENERAL PRIMARY,4/26/2016,1120,PHILA WD 11 DIV 20,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,1120,PHILA WD 11 DIV 20,DEMOCRATIC,273
2016 GENERAL PRIMARY,4/26/2016,1120,PHILA WD 11 DIV 20,GREEN,1
2016 GENERAL PRIMARY,4/26/2016,1120,PHILA WD 11 DIV 20,NO AFFILIATION,8
2016 GENERAL PRIMARY,4/26/2016,1201,PHILA WD 12 DIV 01,I DON'T KNOW,1
2016 GENERAL PRIMARY,4/26/2016,1201,PHILA WD 12 DIV 01,OTHER,1
2016 GENERAL PRIMARY,4/26/2016,1201,PHILA WD 12 DIV 01,REPUBLICAN,6
2016 GENERAL PRIMARY,4/26/2016,1201,PHILA WD 12 DIV 01,NO AFFILIATION,9
2016 GENERAL PRIMARY,4/26/2016,1201,PHILA WD 12 DIV 01,DEMOCRATIC,249
2016 GENERAL PRIMARY,4/26/2016,1201,PHILA WD 12 DIV 01,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,1201,PHILA WD 12 DIV 01,GREEN,1
2016 GENERAL PRIMARY,4/26/2016,1202,PHILA WD 12 DIV 02,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,1202,PHILA WD 12 DIV 02,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,1202,PHILA WD 12 DIV 02,DEMOCRATIC,214
2016 GENERAL PRIMARY,4/26/2016,1202,PHILA WD 12 DIV 02,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,1202,PHILA WD 12 DIV 02,REPUBLICAN,3
2016 GENERAL PRIMARY,4/26/2016,1203,PHILA WD 12 DIV 03,NO AFFILIATION,1
2016 GENERAL PRIMARY,4/26/2016,1203,PHILA WD 12 DIV 03,DEMOCRATIC,167
2016 GENERAL PRIMARY,4/26/2016,1203,PHILA WD 12 DIV 03,INDEPENDENT REPUBLICAN,1
2016 GENERAL PRIMARY,4/26/2016,1203,PHILA WD 12 DIV 03,UNKNOWN,1
2016 GENERAL PRIMARY,4/26/2016,1203,PHILA WD 12 DIV 03,REPUBLICAN,1
2016 GENERAL PRIMARY,4/26/2016,1204,PHILA WD 12 DIV 04,REPUBLICAN,1
2016 GENERAL PRIMARY,4/26/2016,1204,PHILA WD 12 DIV 04,DEMOCRATIC,157
2016 GENERAL PRIMARY,4/26/2016,1204,PHILA WD 12 DIV 04,NO AFFILIATION,1
2016 GENERAL PRIMARY,4/26/2016,1205,PHILA WD 12 DIV 05,REPUBLICAN,9
2016 GENERAL PRIMARY,4/26/2016,1205,PHILA WD 12 DIV 05,NO PARTY,3
2016 GENERAL PRIMARY,4/26/2016,1205,PHILA WD 12 DIV 05,NO AFFILIATION,5
2016 GENERAL PRIMARY,4/26/2016,1205,PHILA WD 12 DIV 05,DEMOCRATIC,325
2016 GENERAL PRIMARY,4/26/2016,1205,PHILA WD 12 DIV 05,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,1206,PHILA WD 12 DIV 06,REPUBLICAN,5
2016 GENERAL PRIMARY,4/26/2016,1206,PHILA WD 12 DIV 06,INDEPENDENT,1
