election,election_date,precinct_code,precinct_description,political_party,voter_count
2016 GENERAL PRIMARY,4/26/2016,3815,PHILA WD 38 DIV 15,REPUBLICAN,23
2016 GENERAL PRIMARY,4/26/2016,3815,PHILA WD 38 DIV 15,INDEPENDENT DEMOCRAT,1
2016 GENERAL PRIMARY,4/26/2016,3815,PHILA WD 38 DIV 15,NO AFFILIATION,6
2016 GENERAL PRIMARY,4/26/2016,3815,PHILA WD 38 DIV 15,DEMOCRATIC,232
2016 GENERAL PRIMARY,4/26/2016,3815,PHILA WD 38 DIV 15,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,3816,PHILA WD 38 DIV 16,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,3816,PHILA WD 38 DIV 16,REPUBLICAN,40
2016 GENERAL PRIMARY,4/26/2016,3816,PHILA WD 38 DIV 16,DEMOCRATIC,231
2016 GENERAL PRIMARY,4/26/2016,3816,PHILA WD 38 DIV 16,NO AFFILIATION,6
2016 GENERAL PRIMARY,4/26/2016,3817,PHILA WD 38 DIV 17,REPUBLICAN,10
2016 GENERAL PRIMARY,4/26/2016,3817,PHILA WD 38 DIV 17,NO AFFILIATION,5
2016 GENERAL PRIMARY,4/26/2016,3817,PHILA WD 38 DIV 17,DEMOCRATIC,216
2016 GENERAL PRIMARY,4/26/2016,3817,PHILA WD 38 DIV 17,GREEN,1
2016 GENERAL PRIMARY,4/26/2016,3818,PHILA WD 38 DIV 18,DEMOCRATIC,272
2016 GENERAL PRIMARY,4/26/2016,3818,PHILA WD 38 DIV 18,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,3818,PHILA WD 38 DIV 18,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,3818,PHILA WD 38 DIV 18,REPUBLICAN,37
2016 GENERAL PRIMARY,4/26/2016,3819,PHILA WD 38 DIV 19,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,3819,PHILA WD 38 DIV 19,REPUBLICAN,7
2016 GENERAL PRIMARY,4/26/2016,3819,PHILA WD 38 DIV 19,DEMOCRATIC,159
2016 GENERAL PRIMARY,4/26/2016,3819,PHILA WD 38 DIV 19,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,3819,PHILA WD 38 DIV 19,NO AFFILIATION,1
2016 GENERAL PRIMARY,4/26/2016,3819,PHILA WD 38 DIV 19,UNKNOWN,1
2016 GENERAL PRIMARY,4/26/2016,3820,PHILA WD 38 DIV 20,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,3820,PHILA WD 38 DIV 20,NO AFFILIATION,4
2016 GENERAL PRIMARY,4/26/2016,3820,PHILA WD 38 DIV 20,DEMOCRATIC,142
2016 GENERAL PRIMARY,4/26/2016,3820,PHILA WD 38 DIV 20,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,3820,PHILA WD 38 DIV 20,REPUBLICAN,42
2016 GENERAL PRIMARY,4/26/2016,3820,PHILA WD 38 DIV 20,NON-PARTISAN,1
2016 GENERAL PRIMARY,4/26/2016,3821,PHILA WD 38 DIV 21,OTHER,1
2016 GENERAL PRIMARY,4/26/2016,3821,PHILA WD 38 DIV 21,REPUBLICAN,3
2016 GENERAL PRIMARY,4/26/2016,3821,PHILA WD 38 DIV 21,DEMOCRATIC,256
2016 GENERAL PRIMARY,4/26/2016,3821,PHILA WD 38 DIV 21,NO AFFILIATION,5
2016 GENERAL PRIMARY,4/26/2016,3901,PHILA WD 39 DIV 01,NO AFFILIATION,4
2016 GENERAL PRIMARY,4/26/2016,3901,PHILA WD 39 DIV 01,DEMOCRATIC,144
2016 GENERAL PRIMARY,4/26/2016,3901,PHILA WD 39 DIV 01,REPUBLICAN,30
2016 GENERAL PRIMARY,4/26/2016,3902,PHILA WD 39 DIV 02,NO AFFILIATION,4
2016 GENERAL PRIMARY,4/26/2016,3902,PHILA WD 39 DIV 02,DEMOCRATIC,135
2016 GENERAL PRIMARY,4/26/2016,3902,PHILA WD 39 DIV 02,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,3902,PHILA WD 39 DIV 02,REPUBLICAN,17
2016 GENERAL PRIMARY,4/26/2016,3903,PHILA WD 39 DIV 03,NO AFFILIATION,6
2016 GENERAL PRIMARY,4/26/2016,3903,PHILA WD 39 DIV 03,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,3903,PHILA WD 39 DIV 03,REPUBLICAN,39
2016 GENERAL PRIMARY,4/26/2016,3903,PHILA WD 39 DIV 03,DEMOCRATIC,245
2016 GENERAL PRIMARY,4/26/2016,3903,PHILA WD 39 DIV 03,LIBERAL,1
2016 GENERAL PRIMARY,4/26/2016,3904,PHILA WD 39 DIV 04,OTHER,1
2016 GENERAL PRIMARY,4/26/2016,3904,PHILA WD 39 DIV 04,DEMOCRATIC,101
2016 GENERAL PRIMARY,4/26/2016,3904,PHILA WD 39 DIV 04,REPUBLICAN,32
2016 GENERAL PRIMARY,4/26/2016,3904,PHILA WD 39 DIV 04,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,3904,PHILA WD 39 DIV 04,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,3905,PHILA WD 39 DIV 05,REPUBLICAN,9
2016 GENERAL PRIMARY,4/26/2016,3905,PHILA WD 39 DIV 05,NO AFFILIATION,8
2016 GENERAL PRIMARY,4/26/2016,3905,PHILA WD 39 DIV 05,DEMOCRATIC,175
2016 GENERAL PRIMARY,4/26/2016,3906,PHILA WD 39 DIV 06,DEMOCRATIC,205
2016 GENERAL PRIMARY,4/26/2016,3906,PHILA WD 39 DIV 06,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,3906,PHILA WD 39 DIV 06,REPUBLICAN,31
2016 GENERAL PRIMARY,4/26/2016,3907,PHILA WD 39 DIV 07,NO AFFILIATION,6
2016 GENERAL PRIMARY,4/26/2016,3907,PHILA WD 39 DIV 07,DEMOCRATIC,343
2016 GENERAL PRIMARY,4/26/2016,3907,PHILA WD 39 DIV 07,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,3907,PHILA WD 39 DIV 07,REPUBLICAN,47
2016 GENERAL PRIMARY,4/26/2016,3908,PHILA WD 39 DIV 08,REPUBLICAN,27
2016 GENERAL PRIMARY,4/26/2016,3908,PHILA WD 39 DIV 08,DEMOCRATIC,223
2016 GENERAL PRIMARY,4/26/2016,3908,PHILA WD 39 DIV 08,MODERATE,1
2016 GENERAL PRIMARY,4/26/2016,3908,PHILA WD 39 DIV 08,INDEPENDENT DEMOCRAT,1
2016 GENERAL PRIMARY,4/26/2016,3908,PHILA WD 39 DIV 08,NO AFFILIATION,9
2016 GENERAL PRIMARY,4/26/2016,3909,PHILA WD 39 DIV 09,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,3909,PHILA WD 39 DIV 09,REPUBLICAN,10
2016 GENERAL PRIMARY,4/26/2016,3909,PHILA WD 39 DIV 09,NO AFFILIATION,5
2016 GENERAL PRIMARY,4/26/2016,3909,PHILA WD 39 DIV 09,DEMOCRATIC,160
2016 GENERAL PRIMARY,4/26/2016,3910,PHILA WD 39 DIV 10,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,3910,PHILA WD 39 DIV 10,DEMOCRATIC,209
2016 GENERAL PRIMARY,4/26/2016,3910,PHILA WD 39 DIV 10,REPUBLICAN,13
2016 GENERAL PRIMARY,4/26/2016,3910,PHILA WD 39 DIV 10,NO AFFILIATION,17
2016 GENERAL PRIMARY,4/26/2016,3910,PHILA WD 39 DIV 10,OTHER,1
2016 GENERAL PRIMARY,4/26/2016,3911,PHILA WD 39 DIV 11,REPUBLICAN,9
2016 GENERAL PRIMARY,4/26/2016,3911,PHILA WD 39 DIV 11,DEMOCRATIC,85
2016 GENERAL PRIMARY,4/26/2016,3911,PHILA WD 39 DIV 11,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,3911,PHILA WD 39 DIV 11,NO AFFILIATION,7
2016 GENERAL PRIMARY,4/26/2016,3912,PHILA WD 39 DIV 12,DEMOCRATIC,101
2016 GENERAL PRIMARY,4/26/2016,3912,PHILA WD 39 DIV 12,UNKNOWN,1
2016 GENERAL PRIMARY,4/26/2016,3912,PHILA WD 39 DIV 12,REPUBLICAN,31
2016 GENERAL PRIMARY,4/26/2016,3912,PHILA WD 39 DIV 12,NO AFFILIATION,5
2016 GENERAL PRIMARY,4/26/2016,3913,PHILA WD 39 DIV 13,NO AFFILIATION,11
2016 GENERAL PRIMARY,4/26/2016,3913,PHILA WD 39 DIV 13,NO PARTY,2
2016 GENERAL PRIMARY,4/26/2016,3913,PHILA WD 39 DIV 13,DEMOCRATIC,194
2016 GENERAL PRIMARY,4/26/2016,3913,PHILA WD 39 DIV 13,REPUBLICAN,23
2016 GENERAL PRIMARY,4/26/2016,3914,PHILA WD 39 DIV 14,REPUBLICAN,84
2016 GENERAL PRIMARY,4/26/2016,3914,PHILA WD 39 DIV 14,DEMOCRATIC,93
2016 GENERAL PRIMARY,4/26/2016,3915,PHILA WD 39 DIV 15,REPUBLICAN,35
2016 GENERAL PRIMARY,4/26/2016,3915,PHILA WD 39 DIV 15,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,3915,PHILA WD 39 DIV 15,GREEN,1
2016 GENERAL PRIMARY,4/26/2016,3915,PHILA WD 39 DIV 15,NO AFFILIATION,1
2016 GENERAL PRIMARY,4/26/2016,3915,PHILA WD 39 DIV 15,DEMOCRATIC,299
2016 GENERAL PRIMARY,4/26/2016,3916,PHILA WD 39 DIV 16,REPUBLICAN,15
2016 GENERAL PRIMARY,4/26/2016,3916,PHILA WD 39 DIV 16,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,3916,PHILA WD 39 DIV 16,NO AFFILIATION,1
2016 GENERAL PRIMARY,4/26/2016,3916,PHILA WD 39 DIV 16,DEMOCRATIC,85
2016 GENERAL PRIMARY,4/26/2016,3917,PHILA WD 39 DIV 17,REPUBLICAN,24
2016 GENERAL PRIMARY,4/26/2016,3917,PHILA WD 39 DIV 17,DEMOCRATIC,115
2016 GENERAL PRIMARY,4/26/2016,3917,PHILA WD 39 DIV 17,NO AFFILIATION,10
2016 GENERAL PRIMARY,4/26/2016,3918,PHILA WD 39 DIV 18,NO AFFILIATION,8
2016 GENERAL PRIMARY,4/26/2016,3918,PHILA WD 39 DIV 18,DEMOCRATIC,97
2016 GENERAL PRIMARY,4/26/2016,3918,PHILA WD 39 DIV 18,REPUBLICAN,20
2016 GENERAL PRIMARY,4/26/2016,3918,PHILA WD 39 DIV 18,OTHER,1
2016 GENERAL PRIMARY,4/26/2016,3919,PHILA WD 39 DIV 19,UNKNOWN,1
2016 GENERAL PRIMARY,4/26/2016,3919,PHILA WD 39 DIV 19,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,3919,PHILA WD 39 DIV 19,DEMOCRATIC,97
2016 GENERAL PRIMARY,4/26/2016,3919,PHILA WD 39 DIV 19,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,3919,PHILA WD 39 DIV 19,GREEN,1
2016 GENERAL PRIMARY,4/26/2016,3919,PHILA WD 39 DIV 19,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,3919,PHILA WD 39 DIV 19,REPUBLICAN,12
2016 GENERAL PRIMARY,4/26/2016,3920,PHILA WD 39 DIV 20,NO AFFILIATION,10
2016 GENERAL PRIMARY,4/26/2016,3920,PHILA WD 39 DIV 20,GREEN,1
2016 GENERAL PRIMARY,4/26/2016,3920,PHILA WD 39 DIV 20,NONE,1
2016 GENERAL PRIMARY,4/26/2016,3920,PHILA WD 39 DIV 20,DEMOCRATIC,283
2016 GENERAL PRIMARY,4/26/2016,3920,PHILA WD 39 DIV 20,REPUBLICAN,30
2016 GENERAL PRIMARY,4/26/2016,3920,PHILA WD 39 DIV 20,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,3921,PHILA WD 39 DIV 21,INDEPENDENT,2
2016 GENERAL PRIMARY,4/26/2016,3921,PHILA WD 39 DIV 21,DEMOCRATIC,310
2016 GENERAL PRIMARY,4/26/2016,3921,PHILA WD 39 DIV 21,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,3921,PHILA WD 39 DIV 21,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,3921,PHILA WD 39 DIV 21,REPUBLICAN,19
2016 GENERAL PRIMARY,4/26/2016,3922,PHILA WD 39 DIV 22,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,3922,PHILA WD 39 DIV 22,NO AFFILIATION,5
2016 GENERAL PRIMARY,4/26/2016,3922,PHILA WD 39 DIV 22,DEMOCRATIC,187
2016 GENERAL PRIMARY,4/26/2016,3922,PHILA WD 39 DIV 22,REPUBLICAN,22
2016 GENERAL PRIMARY,4/26/2016,3923,PHILA WD 39 DIV 23,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,3923,PHILA WD 39 DIV 23,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,3923,PHILA WD 39 DIV 23,REPUBLICAN,12
2016 GENERAL PRIMARY,4/26/2016,3923,PHILA WD 39 DIV 23,DEMOCRATIC,106
2016 GENERAL PRIMARY,4/26/2016,3923,PHILA WD 39 DIV 23,NO AFFILIATION,6
2016 GENERAL PRIMARY,4/26/2016,3924,PHILA WD 39 DIV 24,DEMOCRATIC,265
2016 GENERAL PRIMARY,4/26/2016,3924,PHILA WD 39 DIV 24,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,3924,PHILA WD 39 DIV 24,REPUBLICAN,33
2016 GENERAL PRIMARY,4/26/2016,3924,PHILA WD 39 DIV 24,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,3925,PHILA WD 39 DIV 25,NO AFFILIATION,4
2016 GENERAL PRIMARY,4/26/2016,3925,PHILA WD 39 DIV 25,DEMOCRATIC,199
2016 GENERAL PRIMARY,4/26/2016,3925,PHILA WD 39 DIV 25,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,3925,PHILA WD 39 DIV 25,REPUBLICAN,55
2016 GENERAL PRIMARY,4/26/2016,3926,PHILA WD 39 DIV 26,DEMOCRATIC,236
2016 GENERAL PRIMARY,4/26/2016,3926,PHILA WD 39 DIV 26,NO AFFILIATION,9
2016 GENERAL PRIMARY,4/26/2016,3926,PHILA WD 39 DIV 26,NON-PARTISAN,1
2016 GENERAL PRIMARY,4/26/2016,3926,PHILA WD 39 DIV 26,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,3926,PHILA WD 39 DIV 26,REPUBLICAN,42
2016 GENERAL PRIMARY,4/26/2016,3926,PHILA WD 39 DIV 26,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,3927,PHILA WD 39 DIV 27,LIBERAL,1
2016 GENERAL PRIMARY,4/26/2016,3927,PHILA WD 39 DIV 27,REPUBLICAN,23
2016 GENERAL PRIMARY,4/26/2016,3927,PHILA WD 39 DIV 27,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,3927,PHILA WD 39 DIV 27,DEMOCRATIC,208
2016 GENERAL PRIMARY,4/26/2016,3927,PHILA WD 39 DIV 27,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,3927,PHILA WD 39 DIV 27,GREEN,1
2016 GENERAL PRIMARY,4/26/2016,3928,PHILA WD 39 DIV 28,DEMOCRATIC,222
2016 GENERAL PRIMARY,4/26/2016,3928,PHILA WD 39 DIV 28,NO AFFILIATION,6
2016 GENERAL PRIMARY,4/26/2016,3928,PHILA WD 39 DIV 28,REPUBLICAN,12
2016 GENERAL PRIMARY,4/26/2016,3929,PHILA WD 39 DIV 29,REPUBLICAN,36
2016 GENERAL PRIMARY,4/26/2016,3929,PHILA WD 39 DIV 29,DEMOCRATIC,146
2016 GENERAL PRIMARY,4/26/2016,3929,PHILA WD 39 DIV 29,NO AFFILIATION,2
2016 GENERAL PRIMARY,4/26/2016,3930,PHILA WD 39 DIV 30,DEMOCRATIC,281
2016 GENERAL PRIMARY,4/26/2016,3930,PHILA WD 39 DIV 30,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,3930,PHILA WD 39 DIV 30,UNKNOWN,1
2016 GENERAL PRIMARY,4/26/2016,3930,PHILA WD 39 DIV 30,REPUBLICAN,37
2016 GENERAL PRIMARY,4/26/2016,3930,PHILA WD 39 DIV 30,NO AFFILIATION,4
2016 GENERAL PRIMARY,4/26/2016,3931,PHILA WD 39 DIV 31,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,3931,PHILA WD 39 DIV 31,REPUBLICAN,58
2016 GENERAL PRIMARY,4/26/2016,3931,PHILA WD 39 DIV 31,NO AFFILIATION,5
2016 GENERAL PRIMARY,4/26/2016,3931,PHILA WD 39 DIV 31,GREEN,1
2016 GENERAL PRIMARY,4/26/2016,3931,PHILA WD 39 DIV 31,DEMOCRATIC,175
2016 GENERAL PRIMARY,4/26/2016,3932,PHILA WD 39 DIV 32,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,3932,PHILA WD 39 DIV 32,DEMOCRATIC,152
2016 GENERAL PRIMARY,4/26/2016,3932,PHILA WD 39 DIV 32,REPUBLICAN,17
2016 GENERAL PRIMARY,4/26/2016,3932,PHILA WD 39 DIV 32,NO AFFILIATION,4
2016 GENERAL PRIMARY,4/26/2016,3933,PHILA WD 39 DIV 33,DEMOCRATIC,159
2016 GENERAL PRIMARY,4/26/2016,3933,PHILA WD 39 DIV 33,REPUBLICAN,36
2016 GENERAL PRIMARY,4/26/2016,3933,PHILA WD 39 DIV 33,NO AFFILIATION,1
2016 GENERAL PRIMARY,4/26/2016,3934,PHILA WD 39 DIV 34,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,3934,PHILA WD 39 DIV 34,REPUBLICAN,18
2016 GENERAL PRIMARY,4/26/2016,3934,PHILA WD 39 DIV 34,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,3934,PHILA WD 39 DIV 34,OTHER,2
2016 GENERAL PRIMARY,4/26/2016,3934,PHILA WD 39 DIV 34,DEMOCRATIC,165
2016 GENERAL PRIMARY,4/26/2016,3935,PHILA WD 39 DIV 35,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,3935,PHILA WD 39 DIV 35,REPUBLICAN,34
2016 GENERAL PRIMARY,4/26/2016,3935,PHILA WD 39 DIV 35,DEMOCRATIC,220
2016 GENERAL PRIMARY,4/26/2016,3935,PHILA WD 39 DIV 35,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,3935,PHILA WD 39 DIV 35,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,3936,PHILA WD 39 DIV 36,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,3936,PHILA WD 39 DIV 36,REPUBLICAN,60
2016 GENERAL PRIMARY,4/26/2016,3936,PHILA WD 39 DIV 36,DEMOCRATIC,158
2016 GENERAL PRIMARY,4/26/2016,3937,PHILA WD 39 DIV 37,DEMOCRATIC SOCIALIST,1
2016 GENERAL PRIMARY,4/26/2016,3937,PHILA WD 39 DIV 37,REPUBLICAN,40
2016 GENERAL PRIMARY,4/26/2016,3937,PHILA WD 39 DIV 37,NO AFFILIATION,7
2016 GENERAL PRIMARY,4/26/2016,3937,PHILA WD 39 DIV 37,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,3937,PHILA WD 39 DIV 37,DEMOCRATIC,213
2016 GENERAL PRIMARY,4/26/2016,3938,PHILA WD 39 DIV 38,DEMOCRATIC,216
2016 GENERAL PRIMARY,4/26/2016,3938,PHILA WD 39 DIV 38,NO AFFILIATION,5
2016 GENERAL PRIMARY,4/26/2016,3938,PHILA WD 39 DIV 38,REPUBLICAN,38
2016 GENERAL PRIMARY,4/26/2016,3939,PHILA WD 39 DIV 39,DEMOCRATIC,174
2016 GENERAL PRIMARY,4/26/2016,3939,PHILA WD 39 DIV 39,REPUBLICAN,53
2016 GENERAL PRIMARY,4/26/2016,3939,PHILA WD 39 DIV 39,NO AFFILIATION,4
2016 GENERAL PRIMARY,4/26/2016,3940,PHILA WD 39 DIV 40,NO AFFILIATION,7
2016 GENERAL PRIMARY,4/26/2016,3940,PHILA WD 39 DIV 40,DEMOCRATIC,122
2016 GENERAL PRIMARY,4/26/2016,3940,PHILA WD 39 DIV 40,REPUBLICAN,13
2016 GENERAL PRIMARY,4/26/2016,3940,PHILA WD 39 DIV 40,OTHER,1
2016 GENERAL PRIMARY,4/26/2016,3941,PHILA WD 39 DIV 41,DEMOCRATIC,170
2016 GENERAL PRIMARY,4/26/2016,3941,PHILA WD 39 DIV 41,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,3941,PHILA WD 39 DIV 41,NO AFFILIATION,4
2016 GENERAL PRIMARY,4/26/2016,3941,PHILA WD 39 DIV 41,INDEPENDENT,2
2016 GENERAL PRIMARY,4/26/2016,3941,PHILA WD 39 DIV 41,REPUBLICAN,74
2016 GENERAL PRIMARY,4/26/2016,3942,PHILA WD 39 DIV 42,DEMOCRATIC,174
2016 GENERAL PRIMARY,4/26/2016,3942,PHILA WD 39 DIV 42,LIBERTARIAN,2
2016 GENERAL PRIMARY,4/26/2016,3942,PHILA WD 39 DIV 42,NO AFFILIATION,1
2016 GENERAL PRIMARY,4/26/2016,3942,PHILA WD 39 DIV 42,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,3942,PHILA WD 39 DIV 42,NON-PARTISAN,1
2016 GENERAL PRIMARY,4/26/2016,3942,PHILA WD 39 DIV 42,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,3942,PHILA WD 39 DIV 42,REPUBLICAN,45
2016 GENERAL PRIMARY,4/26/2016,3943,PHILA WD 39 DIV 43,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,3943,PHILA WD 39 DIV 43,REPUBLICAN,47
2016 GENERAL PRIMARY,4/26/2016,3943,PHILA WD 39 DIV 43,DEMOCRATIC,134
2016 GENERAL PRIMARY,4/26/2016,3943,PHILA WD 39 DIV 43,GREEN,1
2016 GENERAL PRIMARY,4/26/2016,3943,PHILA WD 39 DIV 43,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,3943,PHILA WD 39 DIV 43,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,3944,PHILA WD 39 DIV 44,NO AFFILIATION,4
2016 GENERAL PRIMARY,4/26/2016,3944,PHILA WD 39 DIV 44,DEMOCRATIC,151
2016 GENERAL PRIMARY,4/26/2016,3944,PHILA WD 39 DIV 44,REPUBLICAN,48
2016 GENERAL PRIMARY,4/26/2016,3944,PHILA WD 39 DIV 44,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,3945,PHILA WD 39 DIV 45,DEMOCRATIC,346
2016 GENERAL PRIMARY,4/26/2016,3945,PHILA WD 39 DIV 45,GREEN,1
2016 GENERAL PRIMARY,4/26/2016,3945,PHILA WD 39 DIV 45,NO AFFILIATION,8
2016 GENERAL PRIMARY,4/26/2016,3945,PHILA WD 39 DIV 45,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,3945,PHILA WD 39 DIV 45,OTHER,1
2016 GENERAL PRIMARY,4/26/2016,3945,PHILA WD 39 DIV 45,REPUBLICAN,39
2016 GENERAL PRIMARY,4/26/2016,3946,PHILA WD 39 DIV 46,NO AFFILIATION,13
2016 GENERAL PRIMARY,4/26/2016,3946,PHILA WD 39 DIV 46,DEMOCRATIC,333
2016 GENERAL PRIMARY,4/26/2016,3946,PHILA WD 39 DIV 46,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,3946,PHILA WD 39 DIV 46,REPUBLICAN,48
2016 GENERAL PRIMARY,4/26/2016,3946,PHILA WD 39 DIV 46,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,4001,PHILA WD 40 DIV 01,DEMOCRATIC,119
2016 GENERAL PRIMARY,4/26/2016,4001,PHILA WD 40 DIV 01,REPUBLICAN,18
2016 GENERAL PRIMARY,4/26/2016,4001,PHILA WD 40 DIV 01,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,4002,PHILA WD 40 DIV 02,NO AFFILIATION,9
2016 GENERAL PRIMARY,4/26/2016,4002,PHILA WD 40 DIV 02,DEMOCRATIC,200
2016 GENERAL PRIMARY,4/26/2016,4002,PHILA WD 40 DIV 02,REPUBLICAN,4
2016 GENERAL PRIMARY,4/26/2016,4003,PHILA WD 40 DIV 03,DEMOCRATIC,326
2016 GENERAL PRIMARY,4/26/2016,4003,PHILA WD 40 DIV 03,REPUBLICAN,4
2016 GENERAL PRIMARY,4/26/2016,4003,PHILA WD 40 DIV 03,NO AFFILIATION,3
2016 GENERAL PRIMARY,4/26/2016,4003,PHILA WD 40 DIV 03,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,4003,PHILA WD 40 DIV 03,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,4004,PHILA WD 40 DIV 04,OTHER,1
2016 GENERAL PRIMARY,4/26/2016,4004,PHILA WD 40 DIV 04,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,4004,PHILA WD 40 DIV 04,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,4004,PHILA WD 40 DIV 04,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,4004,PHILA WD 40 DIV 04,NO AFFILIATION,6
2016 GENERAL PRIMARY,4/26/2016,4004,PHILA WD 40 DIV 04,DEMOCRATIC,260
2016 GENERAL PRIMARY,4/26/2016,4004,PHILA WD 40 DIV 04,REPUBLICAN,7
2016 GENERAL PRIMARY,4/26/2016,4005,PHILA WD 40 DIV 05,DEMOCRATIC,283
2016 GENERAL PRIMARY,4/26/2016,4005,PHILA WD 40 DIV 05,REPUBLICAN,4
2016 GENERAL PRIMARY,4/26/2016,4005,PHILA WD 40 DIV 05,NO AFFILIATION,1
2016 GENERAL PRIMARY,4/26/2016,4005,PHILA WD 40 DIV 05,AMERICAN INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,4006,PHILA WD 40 DIV 06,REPUBLICAN,6
2016 GENERAL PRIMARY,4/26/2016,4006,PHILA WD 40 DIV 06,NO AFFILIATION,5
2016 GENERAL PRIMARY,4/26/2016,4006,PHILA WD 40 DIV 06,DEMOCRATIC,167
2016 GENERAL PRIMARY,4/26/2016,4006,PHILA WD 40 DIV 06,NO PARTY,2
2016 GENERAL PRIMARY,4/26/2016,4006,PHILA WD 40 DIV 06,NONE,1
2016 GENERAL PRIMARY,4/26/2016,4007,PHILA WD 40 DIV 07,NO PARTY,1
2016 GENERAL PRIMARY,4/26/2016,4007,PHILA WD 40 DIV 07,DEMOCRATIC,239
2016 GENERAL PRIMARY,4/26/2016,4007,PHILA WD 40 DIV 07,REPUBLICAN,4
2016 GENERAL PRIMARY,4/26/2016,4007,PHILA WD 40 DIV 07,INDEPENDENT,1
2016 GENERAL PRIMARY,4/26/2016,4007,PHILA WD 40 DIV 07,NO AFFILIATION,7
2016 GENERAL PRIMARY,4/26/2016,4007,PHILA WD 40 DIV 07,OTHER,1
2016 GENERAL PRIMARY,4/26/2016,4008,PHILA WD 40 DIV 08,LIBERTARIAN,1
2016 GENERAL PRIMARY,4/26/2016,4008,PHILA WD 40 DIV 08,DEMOCRATIC,158
2016 GENERAL PRIMARY,4/26/2016,4008,PHILA WD 40 DIV 08,REPUBLICAN,3
2016 GENERAL PRIMARY,4/26/2016,4008,PHILA WD 40 DIV 08,NO AFFILIATION,4
2016 GENERAL PRIMARY,4/26/2016,4009,PHILA WD 40 DIV 09,NO AFFILIATION,8
