voter_count,precinct_code,political_party,precinct_description,election_date,election
189,509,DEMOCRATIC,PHILA WD 05 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,1916,NONE,PHILA WD 19 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,2513,NON-PARTISAN,PHILA WD 25 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
315,2623,DEMOCRATIC,PHILA WD 26 DIV 23,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3217,OTHER,PHILA WD 32 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,3924,INDEPENDENT,PHILA WD 39 DIV 24,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,4125,LIBERTARIAN,PHILA WD 41 DIV 25,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,4801,NONE,PHILA WD 48 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5408,OPEN,PHILA WD 54 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5619,OPEN,PHILA WD 56 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
103,5633,DEMOCRATIC,PHILA WD 56 DIV 33,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6305,LIBERTARIAN,PHILA WD 63 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
83,6515,DEMOCRATIC,PHILA WD 65 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6608,NO PARTY,PHILA WD 66 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,101,INDEPENDENT,PHILA WD 01 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,101,NO AFFILIATION,PHILA WD 01 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
157,101,DEMOCRATIC,PHILA WD 01 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,101,REPUBLICAN,PHILA WD 01 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
187,102,DEMOCRATIC,PHILA WD 01 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,102,UNAFFILIATED,PHILA WD 01 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,102,NO AFFILIATION,PHILA WD 01 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
11,102,REPUBLICAN,PHILA WD 01 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
245,103,DEMOCRATIC,PHILA WD 01 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
17,103,REPUBLICAN,PHILA WD 01 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,103,NO AFFILIATION,PHILA WD 01 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,103,INDEPENDENT,PHILA WD 01 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
8,104,NO AFFILIATION,PHILA WD 01 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
24,104,REPUBLICAN,PHILA WD 01 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
170,104,DEMOCRATIC,PHILA WD 01 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
98,105,DEMOCRATIC,PHILA WD 01 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
10,105,REPUBLICAN,PHILA WD 01 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,105,NO AFFILIATION,PHILA WD 01 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,105,NO PARTY,PHILA WD 01 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,106,NO AFFILIATION,PHILA WD 01 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,106,REPUBLICAN,PHILA WD 01 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
92,106,DEMOCRATIC,PHILA WD 01 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,106,NONE,PHILA WD 01 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,106,OTHER,PHILA WD 01 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,106,UNKNOWN,PHILA WD 01 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
75,107,DEMOCRATIC,PHILA WD 01 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,107,REPUBLICAN,PHILA WD 01 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,107,NO AFFILIATION,PHILA WD 01 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,108,NO AFFILIATION,PHILA WD 01 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,108,REPUBLICAN,PHILA WD 01 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
100,108,DEMOCRATIC,PHILA WD 01 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,108,LIBERTARIAN,PHILA WD 01 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,109,NO AFFILIATION,PHILA WD 01 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
10,109,REPUBLICAN,PHILA WD 01 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
175,109,DEMOCRATIC,PHILA WD 01 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,110,CONSERVATIVE,PHILA WD 01 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
150,110,DEMOCRATIC,PHILA WD 01 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,110,REPUBLICAN,PHILA WD 01 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,110,NO AFFILIATION,PHILA WD 01 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,111,LIBERTARIAN,PHILA WD 01 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,111,NO PARTY,PHILA WD 01 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
17,111,REPUBLICAN,PHILA WD 01 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
13,111,NO AFFILIATION,PHILA WD 01 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
251,111,DEMOCRATIC,PHILA WD 01 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,112,INDEPENDENT,PHILA WD 01 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,112,REPUBLICAN,PHILA WD 01 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
11,112,NO AFFILIATION,PHILA WD 01 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,112,NO PARTY,PHILA WD 01 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,112,LIBERTARIAN,PHILA WD 01 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
87,112,DEMOCRATIC,PHILA WD 01 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,113,NO AFFILIATION,PHILA WD 01 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,113,INDEPENDENT,PHILA WD 01 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,113,REPUBLICAN,PHILA WD 01 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,113,UNKNOWN,PHILA WD 01 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,113,NON-PARTISAN,PHILA WD 01 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
127,113,DEMOCRATIC,PHILA WD 01 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
128,114,DEMOCRATIC,PHILA WD 01 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,114,NON-PARTISAN,PHILA WD 01 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,114,INDEPENDENT,PHILA WD 01 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,114,NO PARTY,PHILA WD 01 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
10,114,REPUBLICAN,PHILA WD 01 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,114,NO AFFILIATION,PHILA WD 01 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,115,INDEPENDENT,PHILA WD 01 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
12,115,REPUBLICAN,PHILA WD 01 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
9,115,NO AFFILIATION,PHILA WD 01 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
231,115,DEMOCRATIC,PHILA WD 01 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
100,116,DEMOCRATIC,PHILA WD 01 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,116,GREEN,PHILA WD 01 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
10,116,NO AFFILIATION,PHILA WD 01 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,116,INDEPENDENT,PHILA WD 01 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,116,REPUBLICAN,PHILA WD 01 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,117,NO AFFILIATION,PHILA WD 01 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,117,INDEPENDENT,PHILA WD 01 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
18,117,REPUBLICAN,PHILA WD 01 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
195,117,DEMOCRATIC,PHILA WD 01 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
217,118,DEMOCRATIC,PHILA WD 01 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,118,LIBERTARIAN,PHILA WD 01 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,118,NO AFFILIATION,PHILA WD 01 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
16,118,REPUBLICAN,PHILA WD 01 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
231,119,DEMOCRATIC,PHILA WD 01 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
14,119,REPUBLICAN,PHILA WD 01 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,119,INDEPENDENT,PHILA WD 01 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,119,NO AFFILIATION,PHILA WD 01 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,119,NO PARTY,PHILA WD 01 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,120,GREEN,PHILA WD 01 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,120,NO PARTY,PHILA WD 01 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,120,NO AFFILIATION,PHILA WD 01 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
234,120,DEMOCRATIC,PHILA WD 01 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,120,REPUBLICAN,PHILA WD 01 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,120,INDEPENDENCE,PHILA WD 01 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,120,INDEPENDENT,PHILA WD 01 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,121,GREEN,PHILA WD 01 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,121,INDEPENDENT,PHILA WD 01 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
220,121,DEMOCRATIC,PHILA WD 01 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,121,NO AFFILIATION,PHILA WD 01 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
16,121,REPUBLICAN,PHILA WD 01 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,201,INDEPENDENT,PHILA WD 02 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,201,GREEN,PHILA WD 02 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
9,201,NO AFFILIATION,PHILA WD 02 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
244,201,DEMOCRATIC,PHILA WD 02 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
25,201,REPUBLICAN,PHILA WD 02 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,202,REPUBLICAN,PHILA WD 02 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,202,UNKNOWN,PHILA WD 02 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,202,NO PARTY,PHILA WD 02 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,202,INDEPENDENT,PHILA WD 02 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
132,202,DEMOCRATIC,PHILA WD 02 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
10,203,REPUBLICAN,PHILA WD 02 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,203,NO AFFILIATION,PHILA WD 02 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
118,203,DEMOCRATIC,PHILA WD 02 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
156,204,DEMOCRATIC,PHILA WD 02 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,204,NO AFFILIATION,PHILA WD 02 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,204,INDEPENDENT,PHILA WD 02 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
15,204,REPUBLICAN,PHILA WD 02 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,205,NO AFFILIATION,PHILA WD 02 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
177,205,DEMOCRATIC,PHILA WD 02 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
8,205,REPUBLICAN,PHILA WD 02 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
211,206,DEMOCRATIC,PHILA WD 02 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,206,INDEPENDENT,PHILA WD 02 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
9,206,REPUBLICAN,PHILA WD 02 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
9,206,NO AFFILIATION,PHILA WD 02 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
8,207,NO AFFILIATION,PHILA WD 02 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
194,207,DEMOCRATIC,PHILA WD 02 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
8,207,REPUBLICAN,PHILA WD 02 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,207,NON-PARTISAN,PHILA WD 02 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
126,208,DEMOCRATIC,PHILA WD 02 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,208,REPUBLICAN,PHILA WD 02 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,208,LIBERTARIAN,PHILA WD 02 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
9,208,NO AFFILIATION,PHILA WD 02 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,209,NO AFFILIATION,PHILA WD 02 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,209,REPUBLICAN,PHILA WD 02 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,209,INDEPENDENT,PHILA WD 02 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
162,209,DEMOCRATIC,PHILA WD 02 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
8,210,REPUBLICAN,PHILA WD 02 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
177,210,DEMOCRATIC,PHILA WD 02 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,210,NO AFFILIATION,PHILA WD 02 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
143,211,DEMOCRATIC,PHILA WD 02 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,211,OTHER,PHILA WD 02 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,211,INDEPENDENCE,PHILA WD 02 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
20,211,REPUBLICAN,PHILA WD 02 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
8,211,NO AFFILIATION,PHILA WD 02 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,212,NON-PARTISAN,PHILA WD 02 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
9,212,REPUBLICAN,PHILA WD 02 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,212,NO AFFILIATION,PHILA WD 02 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
168,212,DEMOCRATIC,PHILA WD 02 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,213,INDEPENDENT,PHILA WD 02 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,213,CONSUMER'S,PHILA WD 02 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
64,213,DEMOCRATIC,PHILA WD 02 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,213,REPUBLICAN,PHILA WD 02 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,213,NO AFFILIATION,PHILA WD 02 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,214,LIBERTARIAN,PHILA WD 02 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
8,214,NO AFFILIATION,PHILA WD 02 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
12,214,REPUBLICAN,PHILA WD 02 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
223,214,DEMOCRATIC,PHILA WD 02 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,215,NO AFFILIATION,PHILA WD 02 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,215,NON-PARTISAN,PHILA WD 02 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
20,215,REPUBLICAN,PHILA WD 02 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
235,215,DEMOCRATIC,PHILA WD 02 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,215,LIBERTARIAN,PHILA WD 02 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,215,INDEPENDENT,PHILA WD 02 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
279,216,DEMOCRATIC,PHILA WD 02 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,216,NON-PARTISAN,PHILA WD 02 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,216,LIBERTARIAN,PHILA WD 02 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
10,216,NO AFFILIATION,PHILA WD 02 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,216,INDEPENDENT,PHILA WD 02 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
12,216,REPUBLICAN,PHILA WD 02 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,216,NO PARTY,PHILA WD 02 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,217,GREEN,PHILA WD 02 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
181,217,DEMOCRATIC,PHILA WD 02 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,217,INDEPENDENT,PHILA WD 02 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
14,217,REPUBLICAN,PHILA WD 02 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,217,NON-PARTISAN,PHILA WD 02 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
8,217,NO AFFILIATION,PHILA WD 02 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
170,218,DEMOCRATIC,PHILA WD 02 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,218,INDEPENDENT,PHILA WD 02 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
11,218,REPUBLICAN,PHILA WD 02 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,218,NO AFFILIATION,PHILA WD 02 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,219,NO PARTY,PHILA WD 02 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,219,OTHER,PHILA WD 02 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
12,219,REPUBLICAN,PHILA WD 02 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,219,NO AFFILIATION,PHILA WD 02 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
196,219,DEMOCRATIC,PHILA WD 02 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,219,NON-PARTISAN,PHILA WD 02 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,220,NON-PARTISAN,PHILA WD 02 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
98,220,DEMOCRATIC,PHILA WD 02 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,220,NO AFFILIATION,PHILA WD 02 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,220,REPUBLICAN,PHILA WD 02 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
137,221,DEMOCRATIC,PHILA WD 02 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,221,REPUBLICAN,PHILA WD 02 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,221,NO AFFILIATION,PHILA WD 02 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,222,UNKNOWN,PHILA WD 02 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,222,NON-PARTISAN,PHILA WD 02 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,222,LIBERTARIAN,PHILA WD 02 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,222,NO AFFILIATION,PHILA WD 02 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
232,222,DEMOCRATIC,PHILA WD 02 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,222,INDEPENDENT,PHILA WD 02 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
11,222,REPUBLICAN,PHILA WD 02 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,222,CONSUMER'S,PHILA WD 02 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
240,223,DEMOCRATIC,PHILA WD 02 DIV 23,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,223,NO PARTY,PHILA WD 02 DIV 23,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
11,223,REPUBLICAN,PHILA WD 02 DIV 23,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,223,INDEPENDENCE,PHILA WD 02 DIV 23,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,223,NO AFFILIATION,PHILA WD 02 DIV 23,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,224,NO AFFILIATION,PHILA WD 02 DIV 24,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,224,NON-PARTISAN,PHILA WD 02 DIV 24,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
27,224,REPUBLICAN,PHILA WD 02 DIV 24,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
215,224,DEMOCRATIC,PHILA WD 02 DIV 24,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
13,225,NO AFFILIATION,PHILA WD 02 DIV 25,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
14,225,REPUBLICAN,PHILA WD 02 DIV 25,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
189,225,DEMOCRATIC,PHILA WD 02 DIV 25,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,225,INDEPENDENT,PHILA WD 02 DIV 25,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
