voter_count,precinct_code,political_party,precinct_description,election_date,election
1,5906,REPUBLICAN,PHILA WD 59 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5906,NO AFFILIATION,PHILA WD 59 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5906,INDEPENDENT,PHILA WD 59 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5906,CONSTITUTIONAL,PHILA WD 59 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
121,5907,DEMOCRATIC,PHILA WD 59 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
8,5907,NO AFFILIATION,PHILA WD 59 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5907,NO PARTY,PHILA WD 59 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,5907,REPUBLICAN,PHILA WD 59 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
151,5908,DEMOCRATIC,PHILA WD 59 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5908,REPUBLICAN,PHILA WD 59 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,5908,NO AFFILIATION,PHILA WD 59 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5908,INDEPENDENT,PHILA WD 59 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
130,5909,DEMOCRATIC,PHILA WD 59 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,5910,NO AFFILIATION,PHILA WD 59 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,5910,REPUBLICAN,PHILA WD 59 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
263,5910,DEMOCRATIC,PHILA WD 59 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,5910,INDEPENDENT,PHILA WD 59 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5911,CONSUMER'S,PHILA WD 59 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,5911,REPUBLICAN,PHILA WD 59 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,5911,NO AFFILIATION,PHILA WD 59 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
156,5911,DEMOCRATIC,PHILA WD 59 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
166,5912,DEMOCRATIC,PHILA WD 59 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5912,NO PARTY,PHILA WD 59 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,5912,REPUBLICAN,PHILA WD 59 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,5912,NO AFFILIATION,PHILA WD 59 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,5913,REPUBLICAN,PHILA WD 59 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
188,5913,DEMOCRATIC,PHILA WD 59 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
119,5914,DEMOCRATIC,PHILA WD 59 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5914,NO AFFILIATION,PHILA WD 59 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5914,REPUBLICAN,PHILA WD 59 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,5915,REPUBLICAN,PHILA WD 59 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,5915,NO AFFILIATION,PHILA WD 59 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5915,OTHER,PHILA WD 59 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
116,5915,DEMOCRATIC,PHILA WD 59 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
134,5916,DEMOCRATIC,PHILA WD 59 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
8,5916,NO AFFILIATION,PHILA WD 59 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,5916,REPUBLICAN,PHILA WD 59 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,5917,NO AFFILIATION,PHILA WD 59 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,5917,REPUBLICAN,PHILA WD 59 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
268,5917,DEMOCRATIC,PHILA WD 59 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,5918,REPUBLICAN,PHILA WD 59 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,5918,NO AFFILIATION,PHILA WD 59 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
176,5918,DEMOCRATIC,PHILA WD 59 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,5919,GREEN,PHILA WD 59 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5919,INDEPENDENT,PHILA WD 59 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
265,5919,DEMOCRATIC,PHILA WD 59 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5919,REPUBLICAN,PHILA WD 59 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,5919,NO AFFILIATION,PHILA WD 59 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
25,5920,DEMOCRATIC,PHILA WD 59 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,5920,NO AFFILIATION,PHILA WD 59 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,5920,REPUBLICAN,PHILA WD 59 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5921,NON-PARTISAN,PHILA WD 59 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,5921,NO AFFILIATION,PHILA WD 59 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,5921,REPUBLICAN,PHILA WD 59 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,5921,INDEPENDENT,PHILA WD 59 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5921,OTHER,PHILA WD 59 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
171,5921,DEMOCRATIC,PHILA WD 59 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,5921,GREEN,PHILA WD 59 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5922,INDEPENDENT,PHILA WD 59 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,5922,REPUBLICAN,PHILA WD 59 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
194,5922,DEMOCRATIC,PHILA WD 59 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
11,5922,NO AFFILIATION,PHILA WD 59 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,5923,REPUBLICAN,PHILA WD 59 DIV 23,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,5923,NO AFFILIATION,PHILA WD 59 DIV 23,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
159,5923,DEMOCRATIC,PHILA WD 59 DIV 23,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,5924,REPUBLICAN,PHILA WD 59 DIV 24,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,5924,NO AFFILIATION,PHILA WD 59 DIV 24,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
133,5924,DEMOCRATIC,PHILA WD 59 DIV 24,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5924,GREEN,PHILA WD 59 DIV 24,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
181,5925,DEMOCRATIC,PHILA WD 59 DIV 25,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,5925,INDEPENDENT,PHILA WD 59 DIV 25,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,5925,NO AFFILIATION,PHILA WD 59 DIV 25,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,5925,REPUBLICAN,PHILA WD 59 DIV 25,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6001,NO PARTY,PHILA WD 60 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
102,6001,DEMOCRATIC,PHILA WD 60 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6001,NO AFFILIATION,PHILA WD 60 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6001,INDEPENDENT,PHILA WD 60 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6001,REPUBLICAN,PHILA WD 60 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
202,6002,DEMOCRATIC,PHILA WD 60 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6002,LIBERTARIAN,PHILA WD 60 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6002,NO PARTY,PHILA WD 60 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,6002,NO AFFILIATION,PHILA WD 60 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,6002,REPUBLICAN,PHILA WD 60 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
132,6003,DEMOCRATIC,PHILA WD 60 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6003,REPUBLICAN,PHILA WD 60 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,6003,NO AFFILIATION,PHILA WD 60 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
141,6004,DEMOCRATIC,PHILA WD 60 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6004,REPUBLICAN,PHILA WD 60 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6004,NO AFFILIATION,PHILA WD 60 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6005,REPUBLICAN,PHILA WD 60 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,6005,NO AFFILIATION,PHILA WD 60 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
159,6005,DEMOCRATIC,PHILA WD 60 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
137,6006,DEMOCRATIC,PHILA WD 60 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6006,REPUBLICAN,PHILA WD 60 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,6007,NO AFFILIATION,PHILA WD 60 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6007,REPUBLICAN,PHILA WD 60 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
160,6007,DEMOCRATIC,PHILA WD 60 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
114,6008,DEMOCRATIC,PHILA WD 60 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6008,REPUBLICAN,PHILA WD 60 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
254,6009,DEMOCRATIC,PHILA WD 60 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
8,6009,REPUBLICAN,PHILA WD 60 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6009,GREEN,PHILA WD 60 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,6009,NO AFFILIATION,PHILA WD 60 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
154,6010,DEMOCRATIC,PHILA WD 60 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,6010,NO AFFILIATION,PHILA WD 60 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6010,REPUBLICAN,PHILA WD 60 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6010,LIBERTARIAN,PHILA WD 60 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
192,6011,DEMOCRATIC,PHILA WD 60 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6011,NO AFFILIATION,PHILA WD 60 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6011,NO PARTY,PHILA WD 60 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6011,REPUBLICAN,PHILA WD 60 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
137,6012,DEMOCRATIC,PHILA WD 60 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6012,INDEPENDENT,PHILA WD 60 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,6012,REPUBLICAN,PHILA WD 60 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,6012,NO AFFILIATION,PHILA WD 60 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
8,6013,REPUBLICAN,PHILA WD 60 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6013,NO AFFILIATION,PHILA WD 60 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6013,NO PARTY,PHILA WD 60 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6013,OTHER,PHILA WD 60 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
133,6013,DEMOCRATIC,PHILA WD 60 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6013,GREEN,PHILA WD 60 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6014,NON-PARTISAN,PHILA WD 60 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
166,6014,DEMOCRATIC,PHILA WD 60 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6014,GREEN,PHILA WD 60 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6014,REPUBLICAN,PHILA WD 60 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6014,NO PARTY,PHILA WD 60 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6015,INDEPENDENT,PHILA WD 60 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6015,REPUBLICAN,PHILA WD 60 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
182,6015,DEMOCRATIC,PHILA WD 60 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
159,6016,DEMOCRATIC,PHILA WD 60 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,6016,NO AFFILIATION,PHILA WD 60 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,6016,REPUBLICAN,PHILA WD 60 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6017,NO AFFILIATION,PHILA WD 60 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6017,REPUBLICAN,PHILA WD 60 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
208,6017,DEMOCRATIC,PHILA WD 60 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,6018,REPUBLICAN,PHILA WD 60 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,6018,NO AFFILIATION,PHILA WD 60 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6018,CONSUMER'S,PHILA WD 60 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
167,6018,DEMOCRATIC,PHILA WD 60 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6019,INDEPENDENT,PHILA WD 60 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6019,REPUBLICAN,PHILA WD 60 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,6019,NO AFFILIATION,PHILA WD 60 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6019,BI-PARTISAN,PHILA WD 60 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
172,6019,DEMOCRATIC,PHILA WD 60 DIV 19,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6020,REPUBLICAN,PHILA WD 60 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
195,6020,DEMOCRATIC,PHILA WD 60 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,6020,NO AFFILIATION,PHILA WD 60 DIV 20,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6021,INDEPENDENT,PHILA WD 60 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6021,REPUBLICAN,PHILA WD 60 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
116,6021,DEMOCRATIC,PHILA WD 60 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6021,NO AFFILIATION,PHILA WD 60 DIV 21,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
149,6022,DEMOCRATIC,PHILA WD 60 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6022,REPUBLICAN,PHILA WD 60 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6022,NO AFFILIATION,PHILA WD 60 DIV 22,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,6023,NO AFFILIATION,PHILA WD 60 DIV 23,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,6023,REPUBLICAN,PHILA WD 60 DIV 23,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
122,6023,DEMOCRATIC,PHILA WD 60 DIV 23,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6101,INDEPENDENT,PHILA WD 61 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6101,NO PARTY,PHILA WD 61 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6101,NO AFFILIATION,PHILA WD 61 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,6101,REPUBLICAN,PHILA WD 61 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
130,6101,DEMOCRATIC,PHILA WD 61 DIV 01,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
155,6102,DEMOCRATIC,PHILA WD 61 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,6102,REPUBLICAN,PHILA WD 61 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,6102,NO AFFILIATION,PHILA WD 61 DIV 02,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6103,INDEPENDENT,PHILA WD 61 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
8,6103,REPUBLICAN,PHILA WD 61 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
132,6103,DEMOCRATIC,PHILA WD 61 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6103,NO AFFILIATION,PHILA WD 61 DIV 03,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6104,GREEN,PHILA WD 61 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
107,6104,DEMOCRATIC,PHILA WD 61 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,6104,REPUBLICAN,PHILA WD 61 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,6104,NO AFFILIATION,PHILA WD 61 DIV 04,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,6105,NO AFFILIATION,PHILA WD 61 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,6105,REPUBLICAN,PHILA WD 61 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
105,6105,DEMOCRATIC,PHILA WD 61 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6105,NO PARTY,PHILA WD 61 DIV 05,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6106,GREEN,PHILA WD 61 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
6,6106,NO AFFILIATION,PHILA WD 61 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
10,6106,REPUBLICAN,PHILA WD 61 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
295,6106,DEMOCRATIC,PHILA WD 61 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6106,INDEPENDENT,PHILA WD 61 DIV 06,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,6107,NO AFFILIATION,PHILA WD 61 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
9,6107,REPUBLICAN,PHILA WD 61 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
186,6107,DEMOCRATIC,PHILA WD 61 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6107,NO PARTY,PHILA WD 61 DIV 07,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6108,NO AFFILIATION,PHILA WD 61 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
121,6108,DEMOCRATIC,PHILA WD 61 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,6108,REPUBLICAN,PHILA WD 61 DIV 08,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6109,NO AFFILIATION,PHILA WD 61 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6109,REPUBLICAN,PHILA WD 61 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
116,6109,DEMOCRATIC,PHILA WD 61 DIV 09,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
4,6110,NO AFFILIATION,PHILA WD 61 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,6110,REPUBLICAN,PHILA WD 61 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
121,6110,DEMOCRATIC,PHILA WD 61 DIV 10,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
126,6111,DEMOCRATIC,PHILA WD 61 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6111,INDEPENDENT,PHILA WD 61 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
5,6111,REPUBLICAN,PHILA WD 61 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6111,NO AFFILIATION,PHILA WD 61 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6111,UNKNOWN,PHILA WD 61 DIV 11,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6112,NO AFFILIATION,PHILA WD 61 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
110,6112,DEMOCRATIC,PHILA WD 61 DIV 12,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,6113,NO AFFILIATION,PHILA WD 61 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
135,6113,DEMOCRATIC,PHILA WD 61 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6113,REPUBLICAN,PHILA WD 61 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6113,OTHER,PHILA WD 61 DIV 13,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
139,6114,DEMOCRATIC,PHILA WD 61 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,6114,REPUBLICAN,PHILA WD 61 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
3,6114,NO AFFILIATION,PHILA WD 61 DIV 14,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6115,NO AFFILIATION,PHILA WD 61 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
118,6115,DEMOCRATIC,PHILA WD 61 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6115,LIBERTARIAN,PHILA WD 61 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
9,6115,REPUBLICAN,PHILA WD 61 DIV 15,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
131,6116,DEMOCRATIC,PHILA WD 61 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6116,REPUBLICAN,PHILA WD 61 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6116,NO AFFILIATION,PHILA WD 61 DIV 16,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
170,6117,DEMOCRATIC,PHILA WD 61 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
7,6117,REPUBLICAN,PHILA WD 61 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
1,6117,NO AFFILIATION,PHILA WD 61 DIV 17,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
2,6118,INDEPENDENT,PHILA WD 61 DIV 18,05/19/2015 12:00:00 AM,2015 MUNICIPAL PRIMARY
