election,election_date,precinct_code,precinct_description,political_party,voter_count
2017 MUNICIPAL PRIMARY,5/16/2017,1601,PHILA WD 16 DIV 01,REPUBLICAN,2
2017 MUNICIPAL PRIMARY,5/16/2017,1602,PHILA WD 16 DIV 02,DEMOCRATIC,71
2017 MUNICIPAL PRIMARY,5/16/2017,1602,PHILA WD 16 DIV 02,OTHER,1
2017 MUNICIPAL PRIMARY,5/16/2017,1602,PHILA WD 16 DIV 02,REPUBLICAN,2
2017 MUNICIPAL PRIMARY,5/16/2017,1603,PHILA WD 16 DIV 03,DEMOCRATIC,60
2017 MUNICIPAL PRIMARY,5/16/2017,1603,PHILA WD 16 DIV 03,OTHER,1
2017 MUNICIPAL PRIMARY,5/16/2017,1603,PHILA WD 16 DIV 03,REPUBLICAN,4
2017 MUNICIPAL PRIMARY,5/16/2017,1604,PHILA WD 16 DIV 04,DEMOCRATIC,63
2017 MUNICIPAL PRIMARY,5/16/2017,1604,PHILA WD 16 DIV 04,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1604,PHILA WD 16 DIV 04,OTHER,1
2017 MUNICIPAL PRIMARY,5/16/2017,1604,PHILA WD 16 DIV 04,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1605,PHILA WD 16 DIV 05,DEMOCRATIC,48
2017 MUNICIPAL PRIMARY,5/16/2017,1606,PHILA WD 16 DIV 06,DEMOCRATIC,53
2017 MUNICIPAL PRIMARY,5/16/2017,1606,PHILA WD 16 DIV 06,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1606,PHILA WD 16 DIV 06,NONE,1
2017 MUNICIPAL PRIMARY,5/16/2017,1606,PHILA WD 16 DIV 06,REPUBLICAN,3
2017 MUNICIPAL PRIMARY,5/16/2017,1607,PHILA WD 16 DIV 07,DEMOCRATIC,76
2017 MUNICIPAL PRIMARY,5/16/2017,1607,PHILA WD 16 DIV 07,NO AFFILIATION,2
2017 MUNICIPAL PRIMARY,5/16/2017,1607,PHILA WD 16 DIV 07,NONE,1
2017 MUNICIPAL PRIMARY,5/16/2017,1607,PHILA WD 16 DIV 07,REPUBLICAN,4
2017 MUNICIPAL PRIMARY,5/16/2017,1608,PHILA WD 16 DIV 08,DEMOCRATIC,75
2017 MUNICIPAL PRIMARY,5/16/2017,1608,PHILA WD 16 DIV 08,REPUBLICAN,3
2017 MUNICIPAL PRIMARY,5/16/2017,1609,PHILA WD 16 DIV 09,DEMOCRATIC,70
2017 MUNICIPAL PRIMARY,5/16/2017,1609,PHILA WD 16 DIV 09,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1609,PHILA WD 16 DIV 09,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1610,PHILA WD 16 DIV 10,DEMOCRATIC,41
2017 MUNICIPAL PRIMARY,5/16/2017,1610,PHILA WD 16 DIV 10,NONE,1
2017 MUNICIPAL PRIMARY,5/16/2017,1610,PHILA WD 16 DIV 10,REPUBLICAN,2
2017 MUNICIPAL PRIMARY,5/16/2017,1611,PHILA WD 16 DIV 11,DEMOCRATIC,36
2017 MUNICIPAL PRIMARY,5/16/2017,1611,PHILA WD 16 DIV 11,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1612,PHILA WD 16 DIV 12,DEMOCRATIC,37
2017 MUNICIPAL PRIMARY,5/16/2017,1612,PHILA WD 16 DIV 12,INDEPENDENT,1
2017 MUNICIPAL PRIMARY,5/16/2017,1612,PHILA WD 16 DIV 12,REPUBLICAN,2
2017 MUNICIPAL PRIMARY,5/16/2017,1613,PHILA WD 16 DIV 13,DEMOCRATIC,64
2017 MUNICIPAL PRIMARY,5/16/2017,1613,PHILA WD 16 DIV 13,INDEPENDENT,2
2017 MUNICIPAL PRIMARY,5/16/2017,1613,PHILA WD 16 DIV 13,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1614,PHILA WD 16 DIV 14,UNKNOWN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1614,PHILA WD 16 DIV 14,DEMOCRATIC,29
2017 MUNICIPAL PRIMARY,5/16/2017,1614,PHILA WD 16 DIV 14,INDEPENDENT,1
2017 MUNICIPAL PRIMARY,5/16/2017,1614,PHILA WD 16 DIV 14,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1615,PHILA WD 16 DIV 15,DEMOCRATIC,45
2017 MUNICIPAL PRIMARY,5/16/2017,1616,PHILA WD 16 DIV 16,DEMOCRATIC,47
2017 MUNICIPAL PRIMARY,5/16/2017,1616,PHILA WD 16 DIV 16,LIBERAL,1
2017 MUNICIPAL PRIMARY,5/16/2017,1616,PHILA WD 16 DIV 16,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1617,PHILA WD 16 DIV 17,DEMOCRATIC,111
2017 MUNICIPAL PRIMARY,5/16/2017,1617,PHILA WD 16 DIV 17,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1617,PHILA WD 16 DIV 17,NONE,1
2017 MUNICIPAL PRIMARY,5/16/2017,1617,PHILA WD 16 DIV 17,REPUBLICAN,2
2017 MUNICIPAL PRIMARY,5/16/2017,1618,PHILA WD 16 DIV 18,DEMOCRATIC,111
2017 MUNICIPAL PRIMARY,5/16/2017,1618,PHILA WD 16 DIV 18,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1618,PHILA WD 16 DIV 18,REPUBLICAN,3
2017 MUNICIPAL PRIMARY,5/16/2017,1701,PHILA WD 17 DIV 01,DEMOCRATIC,103
2017 MUNICIPAL PRIMARY,5/16/2017,1701,PHILA WD 17 DIV 01,INDEPENDENT,1
2017 MUNICIPAL PRIMARY,5/16/2017,1701,PHILA WD 17 DIV 01,NONE,1
2017 MUNICIPAL PRIMARY,5/16/2017,1701,PHILA WD 17 DIV 01,OTHER,1
2017 MUNICIPAL PRIMARY,5/16/2017,1702,PHILA WD 17 DIV 02,DEMOCRATIC,108
2017 MUNICIPAL PRIMARY,5/16/2017,1702,PHILA WD 17 DIV 02,NO AFFILIATION,2
2017 MUNICIPAL PRIMARY,5/16/2017,1702,PHILA WD 17 DIV 02,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1703,PHILA WD 17 DIV 03,DEMOCRATIC,116
2017 MUNICIPAL PRIMARY,5/16/2017,1704,PHILA WD 17 DIV 04,DEMOCRATIC,159
2017 MUNICIPAL PRIMARY,5/16/2017,1704,PHILA WD 17 DIV 04,NO AFFILIATION,6
2017 MUNICIPAL PRIMARY,5/16/2017,1704,PHILA WD 17 DIV 04,OTHER,1
2017 MUNICIPAL PRIMARY,5/16/2017,1704,PHILA WD 17 DIV 04,REPUBLICAN,7
2017 MUNICIPAL PRIMARY,5/16/2017,1705,PHILA WD 17 DIV 05,DEMOCRATIC,105
2017 MUNICIPAL PRIMARY,5/16/2017,1705,PHILA WD 17 DIV 05,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1705,PHILA WD 17 DIV 05,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1706,PHILA WD 17 DIV 06,DEMOCRATIC,124
2017 MUNICIPAL PRIMARY,5/16/2017,1706,PHILA WD 17 DIV 06,GREEN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1706,PHILA WD 17 DIV 06,INDEPENDENT,2
2017 MUNICIPAL PRIMARY,5/16/2017,1706,PHILA WD 17 DIV 06,LIBERTARIAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1706,PHILA WD 17 DIV 06,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1706,PHILA WD 17 DIV 06,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1707,PHILA WD 17 DIV 07,DEMOCRATIC,125
2017 MUNICIPAL PRIMARY,5/16/2017,1708,PHILA WD 17 DIV 08,DEMOCRATIC,121
2017 MUNICIPAL PRIMARY,5/16/2017,1708,PHILA WD 17 DIV 08,NO AFFILIATION,2
2017 MUNICIPAL PRIMARY,5/16/2017,1708,PHILA WD 17 DIV 08,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1709,PHILA WD 17 DIV 09,DEMOCRATIC,99
2017 MUNICIPAL PRIMARY,5/16/2017,1709,PHILA WD 17 DIV 09,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1709,PHILA WD 17 DIV 09,REPUBLICAN,4
2017 MUNICIPAL PRIMARY,5/16/2017,1710,PHILA WD 17 DIV 10,DEMOCRATIC,113
2017 MUNICIPAL PRIMARY,5/16/2017,1710,PHILA WD 17 DIV 10,REPUBLICAN,3
2017 MUNICIPAL PRIMARY,5/16/2017,1711,PHILA WD 17 DIV 11,DEMOCRATIC,94
2017 MUNICIPAL PRIMARY,5/16/2017,1711,PHILA WD 17 DIV 11,INDEPENDENT,1
2017 MUNICIPAL PRIMARY,5/16/2017,1711,PHILA WD 17 DIV 11,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1711,PHILA WD 17 DIV 11,REPUBLICAN,2
2017 MUNICIPAL PRIMARY,5/16/2017,1712,PHILA WD 17 DIV 12,DEMOCRATIC,126
2017 MUNICIPAL PRIMARY,5/16/2017,1712,PHILA WD 17 DIV 12,INDEPENDENT,1
2017 MUNICIPAL PRIMARY,5/16/2017,1712,PHILA WD 17 DIV 12,LIBERTARIAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1712,PHILA WD 17 DIV 12,NO AFFILIATION,2
2017 MUNICIPAL PRIMARY,5/16/2017,1712,PHILA WD 17 DIV 12,REPUBLICAN,2
2017 MUNICIPAL PRIMARY,5/16/2017,1713,PHILA WD 17 DIV 13,DEMOCRATIC,122
2017 MUNICIPAL PRIMARY,5/16/2017,1713,PHILA WD 17 DIV 13,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1713,PHILA WD 17 DIV 13,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1714,PHILA WD 17 DIV 14,UNKNOWN,2
2017 MUNICIPAL PRIMARY,5/16/2017,1714,PHILA WD 17 DIV 14,DEMOCRATIC,131
2017 MUNICIPAL PRIMARY,5/16/2017,1714,PHILA WD 17 DIV 14,INDEPENDENT,1
2017 MUNICIPAL PRIMARY,5/16/2017,1714,PHILA WD 17 DIV 14,NO AFFILIATION,2
2017 MUNICIPAL PRIMARY,5/16/2017,1714,PHILA WD 17 DIV 14,OTHER,1
2017 MUNICIPAL PRIMARY,5/16/2017,1715,PHILA WD 17 DIV 15,DEMOCRATIC,114
2017 MUNICIPAL PRIMARY,5/16/2017,1715,PHILA WD 17 DIV 15,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1715,PHILA WD 17 DIV 15,REPUBLICAN,2
2017 MUNICIPAL PRIMARY,5/16/2017,1716,PHILA WD 17 DIV 16,UNKNOWN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1716,PHILA WD 17 DIV 16,DEMOCRATIC,76
2017 MUNICIPAL PRIMARY,5/16/2017,1716,PHILA WD 17 DIV 16,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1716,PHILA WD 17 DIV 16,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1717,PHILA WD 17 DIV 17,DEMOCRATIC,88
2017 MUNICIPAL PRIMARY,5/16/2017,1717,PHILA WD 17 DIV 17,INDEPENDENT,3
2017 MUNICIPAL PRIMARY,5/16/2017,1717,PHILA WD 17 DIV 17,NONE,1
2017 MUNICIPAL PRIMARY,5/16/2017,1718,PHILA WD 17 DIV 18,DEMOCRATIC,97
2017 MUNICIPAL PRIMARY,5/16/2017,1718,PHILA WD 17 DIV 18,NO AFFILIATION,2
2017 MUNICIPAL PRIMARY,5/16/2017,1718,PHILA WD 17 DIV 18,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1719,PHILA WD 17 DIV 19,DEMOCRATIC,115
2017 MUNICIPAL PRIMARY,5/16/2017,1719,PHILA WD 17 DIV 19,REPUBLICAN,3
2017 MUNICIPAL PRIMARY,5/16/2017,1720,PHILA WD 17 DIV 20,DEMOCRATIC,148
2017 MUNICIPAL PRIMARY,5/16/2017,1720,PHILA WD 17 DIV 20,LIBERTARIAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1720,PHILA WD 17 DIV 20,NO AFFILIATION,2
2017 MUNICIPAL PRIMARY,5/16/2017,1721,PHILA WD 17 DIV 21,UNKNOWN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1721,PHILA WD 17 DIV 21,DEMOCRATIC,112
2017 MUNICIPAL PRIMARY,5/16/2017,1721,PHILA WD 17 DIV 21,INDEPENDENCE,1
2017 MUNICIPAL PRIMARY,5/16/2017,1721,PHILA WD 17 DIV 21,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1721,PHILA WD 17 DIV 21,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1722,PHILA WD 17 DIV 22,DEMOCRATIC,92
2017 MUNICIPAL PRIMARY,5/16/2017,1722,PHILA WD 17 DIV 22,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1722,PHILA WD 17 DIV 22,NONE,1
2017 MUNICIPAL PRIMARY,5/16/2017,1722,PHILA WD 17 DIV 22,REPUBLICAN,3
2017 MUNICIPAL PRIMARY,5/16/2017,1723,PHILA WD 17 DIV 23,DEMOCRATIC,49
2017 MUNICIPAL PRIMARY,5/16/2017,1723,PHILA WD 17 DIV 23,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1723,PHILA WD 17 DIV 23,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1724,PHILA WD 17 DIV 24,UNKNOWN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1724,PHILA WD 17 DIV 24,CONSERVATIVE,1
2017 MUNICIPAL PRIMARY,5/16/2017,1724,PHILA WD 17 DIV 24,DEMOCRATIC,112
2017 MUNICIPAL PRIMARY,5/16/2017,1724,PHILA WD 17 DIV 24,NO AFFILIATION,3
2017 MUNICIPAL PRIMARY,5/16/2017,1724,PHILA WD 17 DIV 24,REPUBLICAN,4
2017 MUNICIPAL PRIMARY,5/16/2017,1725,PHILA WD 17 DIV 25,DEMOCRATIC,74
2017 MUNICIPAL PRIMARY,5/16/2017,1725,PHILA WD 17 DIV 25,GREEN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1726,PHILA WD 17 DIV 26,DEMOCRATIC,36
2017 MUNICIPAL PRIMARY,5/16/2017,1726,PHILA WD 17 DIV 26,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1727,PHILA WD 17 DIV 27,DEMOCRATIC,83
2017 MUNICIPAL PRIMARY,5/16/2017,1727,PHILA WD 17 DIV 27,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1728,PHILA WD 17 DIV 28,DEMOCRATIC,91
2017 MUNICIPAL PRIMARY,5/16/2017,1728,PHILA WD 17 DIV 28,INDEPENDENT,1
2017 MUNICIPAL PRIMARY,5/16/2017,1728,PHILA WD 17 DIV 28,NO AFFILIATION,4
2017 MUNICIPAL PRIMARY,5/16/2017,1728,PHILA WD 17 DIV 28,REPUBLICAN,2
2017 MUNICIPAL PRIMARY,5/16/2017,1729,PHILA WD 17 DIV 29,DEMOCRATIC,105
2017 MUNICIPAL PRIMARY,5/16/2017,1729,PHILA WD 17 DIV 29,NO AFFILIATION,2
2017 MUNICIPAL PRIMARY,5/16/2017,1729,PHILA WD 17 DIV 29,REPUBLICAN,2
2017 MUNICIPAL PRIMARY,5/16/2017,1801,PHILA WD 18 DIV 01,DEMOCRATIC,245
2017 MUNICIPAL PRIMARY,5/16/2017,1801,PHILA WD 18 DIV 01,INDEPENDENT,2
2017 MUNICIPAL PRIMARY,5/16/2017,1801,PHILA WD 18 DIV 01,LIBERTARIAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1801,PHILA WD 18 DIV 01,NO AFFILIATION,11
2017 MUNICIPAL PRIMARY,5/16/2017,1801,PHILA WD 18 DIV 01,REPUBLICAN,26
2017 MUNICIPAL PRIMARY,5/16/2017,1802,PHILA WD 18 DIV 02,UNKNOWN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1802,PHILA WD 18 DIV 02,DEMOCRATIC,235
2017 MUNICIPAL PRIMARY,5/16/2017,1802,PHILA WD 18 DIV 02,GREEN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1802,PHILA WD 18 DIV 02,NO AFFILIATION,5
2017 MUNICIPAL PRIMARY,5/16/2017,1802,PHILA WD 18 DIV 02,REPUBLICAN,10
2017 MUNICIPAL PRIMARY,5/16/2017,1803,PHILA WD 18 DIV 03,DEMOCRATIC,45
2017 MUNICIPAL PRIMARY,5/16/2017,1803,PHILA WD 18 DIV 03,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1803,PHILA WD 18 DIV 03,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1804,PHILA WD 18 DIV 04,DEMOCRATIC,167
2017 MUNICIPAL PRIMARY,5/16/2017,1804,PHILA WD 18 DIV 04,NO AFFILIATION,6
2017 MUNICIPAL PRIMARY,5/16/2017,1804,PHILA WD 18 DIV 04,REPUBLICAN,11
2017 MUNICIPAL PRIMARY,5/16/2017,1805,PHILA WD 18 DIV 05,DEMOCRATIC,132
2017 MUNICIPAL PRIMARY,5/16/2017,1805,PHILA WD 18 DIV 05,NO AFFILIATION,4
2017 MUNICIPAL PRIMARY,5/16/2017,1805,PHILA WD 18 DIV 05,NON-PARTISAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1805,PHILA WD 18 DIV 05,REPUBLICAN,12
2017 MUNICIPAL PRIMARY,5/16/2017,1805,PHILA WD 18 DIV 05,UNKNOWN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1806,PHILA WD 18 DIV 06,DEMOCRATIC,139
2017 MUNICIPAL PRIMARY,5/16/2017,1806,PHILA WD 18 DIV 06,GREEN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1806,PHILA WD 18 DIV 06,LIBERTARIAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1806,PHILA WD 18 DIV 06,NO AFFILIATION,8
2017 MUNICIPAL PRIMARY,5/16/2017,1806,PHILA WD 18 DIV 06,NON-PARTISAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1806,PHILA WD 18 DIV 06,REPUBLICAN,12
2017 MUNICIPAL PRIMARY,5/16/2017,1807,PHILA WD 18 DIV 07,DEMOCRATIC,181
2017 MUNICIPAL PRIMARY,5/16/2017,1807,PHILA WD 18 DIV 07,INDEPENDENT,1
2017 MUNICIPAL PRIMARY,5/16/2017,1807,PHILA WD 18 DIV 07,NO AFFILIATION,4
2017 MUNICIPAL PRIMARY,5/16/2017,1807,PHILA WD 18 DIV 07,NONE,2
2017 MUNICIPAL PRIMARY,5/16/2017,1807,PHILA WD 18 DIV 07,REPUBLICAN,11
2017 MUNICIPAL PRIMARY,5/16/2017,1807,PHILA WD 18 DIV 07,UNKNOWN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1808,PHILA WD 18 DIV 08,DEMOCRATIC,24
2017 MUNICIPAL PRIMARY,5/16/2017,1808,PHILA WD 18 DIV 08,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1809,PHILA WD 18 DIV 09,DEMOCRATIC,176
2017 MUNICIPAL PRIMARY,5/16/2017,1809,PHILA WD 18 DIV 09,NO AFFILIATION,5
2017 MUNICIPAL PRIMARY,5/16/2017,1809,PHILA WD 18 DIV 09,OTHER,1
2017 MUNICIPAL PRIMARY,5/16/2017,1809,PHILA WD 18 DIV 09,REPUBLICAN,8
2017 MUNICIPAL PRIMARY,5/16/2017,1810,PHILA WD 18 DIV 10,DEMOCRATIC,182
2017 MUNICIPAL PRIMARY,5/16/2017,1810,PHILA WD 18 DIV 10,NO AFFILIATION,7
2017 MUNICIPAL PRIMARY,5/16/2017,1810,PHILA WD 18 DIV 10,NON-PARTISAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1810,PHILA WD 18 DIV 10,REPUBLICAN,12
2017 MUNICIPAL PRIMARY,5/16/2017,1811,PHILA WD 18 DIV 11,DEMOCRATIC,179
2017 MUNICIPAL PRIMARY,5/16/2017,1811,PHILA WD 18 DIV 11,INDEPENDENT,1
2017 MUNICIPAL PRIMARY,5/16/2017,1811,PHILA WD 18 DIV 11,NO AFFILIATION,3
2017 MUNICIPAL PRIMARY,5/16/2017,1811,PHILA WD 18 DIV 11,REPUBLICAN,11
2017 MUNICIPAL PRIMARY,5/16/2017,1812,PHILA WD 18 DIV 12,DEMOCRATIC,198
2017 MUNICIPAL PRIMARY,5/16/2017,1812,PHILA WD 18 DIV 12,LIBERTARIAN,2
2017 MUNICIPAL PRIMARY,5/16/2017,1812,PHILA WD 18 DIV 12,NO AFFILIATION,5
2017 MUNICIPAL PRIMARY,5/16/2017,1812,PHILA WD 18 DIV 12,REPUBLICAN,11
2017 MUNICIPAL PRIMARY,5/16/2017,1813,PHILA WD 18 DIV 13,DEMOCRATIC,43
2017 MUNICIPAL PRIMARY,5/16/2017,1813,PHILA WD 18 DIV 13,INDEPENDENT,1
2017 MUNICIPAL PRIMARY,5/16/2017,1813,PHILA WD 18 DIV 13,NO AFFILIATION,3
2017 MUNICIPAL PRIMARY,5/16/2017,1813,PHILA WD 18 DIV 13,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1814,PHILA WD 18 DIV 14,DEMOCRATIC,90
2017 MUNICIPAL PRIMARY,5/16/2017,1814,PHILA WD 18 DIV 14,INDEPENDENT,1
2017 MUNICIPAL PRIMARY,5/16/2017,1814,PHILA WD 18 DIV 14,LIBERTARIAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1814,PHILA WD 18 DIV 14,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1814,PHILA WD 18 DIV 14,REPUBLICAN,3
2017 MUNICIPAL PRIMARY,5/16/2017,1815,PHILA WD 18 DIV 15,DEMOCRATIC,86
2017 MUNICIPAL PRIMARY,5/16/2017,1815,PHILA WD 18 DIV 15,MARXIST PARTY,1
2017 MUNICIPAL PRIMARY,5/16/2017,1815,PHILA WD 18 DIV 15,NO AFFILIATION,2
2017 MUNICIPAL PRIMARY,5/16/2017,1815,PHILA WD 18 DIV 15,REPUBLICAN,3
2017 MUNICIPAL PRIMARY,5/16/2017,1816,PHILA WD 18 DIV 16,DEMOCRATIC,95
2017 MUNICIPAL PRIMARY,5/16/2017,1816,PHILA WD 18 DIV 16,GREEN PARTY,1
2017 MUNICIPAL PRIMARY,5/16/2017,1816,PHILA WD 18 DIV 16,INDEPENDENT DEMOCRAT,1
2017 MUNICIPAL PRIMARY,5/16/2017,1816,PHILA WD 18 DIV 16,NO AFFILIATION,8
2017 MUNICIPAL PRIMARY,5/16/2017,1816,PHILA WD 18 DIV 16,REPUBLICAN,3
2017 MUNICIPAL PRIMARY,5/16/2017,1817,PHILA WD 18 DIV 17,UNKNOWN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1817,PHILA WD 18 DIV 17,DEMOCRATIC,154
2017 MUNICIPAL PRIMARY,5/16/2017,1817,PHILA WD 18 DIV 17,NO AFFILIATION,3
2017 MUNICIPAL PRIMARY,5/16/2017,1817,PHILA WD 18 DIV 17,NONE,1
2017 MUNICIPAL PRIMARY,5/16/2017,1817,PHILA WD 18 DIV 17,REPUBLICAN,7
2017 MUNICIPAL PRIMARY,5/16/2017,1817,PHILA WD 18 DIV 17,SOCIALIST,1
2017 MUNICIPAL PRIMARY,5/16/2017,1817,PHILA WD 18 DIV 17,UNDECIDED,1
2017 MUNICIPAL PRIMARY,5/16/2017,1901,PHILA WD 19 DIV 01,DEMOCRATIC,35
2017 MUNICIPAL PRIMARY,5/16/2017,1901,PHILA WD 19 DIV 01,NO AFFILIATION,2
2017 MUNICIPAL PRIMARY,5/16/2017,1901,PHILA WD 19 DIV 01,NONE,1
2017 MUNICIPAL PRIMARY,5/16/2017,1901,PHILA WD 19 DIV 01,REPUBLICAN,3
2017 MUNICIPAL PRIMARY,5/16/2017,1902,PHILA WD 19 DIV 02,DEMOCRATIC,34
2017 MUNICIPAL PRIMARY,5/16/2017,1902,PHILA WD 19 DIV 02,NO AFFILIATION,2
2017 MUNICIPAL PRIMARY,5/16/2017,1902,PHILA WD 19 DIV 02,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1903,PHILA WD 19 DIV 03,DEMOCRATIC,17
2017 MUNICIPAL PRIMARY,5/16/2017,1903,PHILA WD 19 DIV 03,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1903,PHILA WD 19 DIV 03,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1904,PHILA WD 19 DIV 04,DEMOCRATIC,19
2017 MUNICIPAL PRIMARY,5/16/2017,1904,PHILA WD 19 DIV 04,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1905,PHILA WD 19 DIV 05,DEMOCRATIC,25
2017 MUNICIPAL PRIMARY,5/16/2017,1905,PHILA WD 19 DIV 05,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1906,PHILA WD 19 DIV 06,DEMOCRATIC,17
2017 MUNICIPAL PRIMARY,5/16/2017,1906,PHILA WD 19 DIV 06,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1907,PHILA WD 19 DIV 07,DEMOCRATIC,31
2017 MUNICIPAL PRIMARY,5/16/2017,1907,PHILA WD 19 DIV 07,NO AFFILIATION,2
2017 MUNICIPAL PRIMARY,5/16/2017,1908,PHILA WD 19 DIV 08,DEMOCRATIC,34
2017 MUNICIPAL PRIMARY,5/16/2017,1908,PHILA WD 19 DIV 08,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1908,PHILA WD 19 DIV 08,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1909,PHILA WD 19 DIV 09,DEMOCRATIC,44
2017 MUNICIPAL PRIMARY,5/16/2017,1909,PHILA WD 19 DIV 09,NO AFFILIATION,3
2017 MUNICIPAL PRIMARY,5/16/2017,1909,PHILA WD 19 DIV 09,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1910,PHILA WD 19 DIV 10,DEMOCRATIC,63
2017 MUNICIPAL PRIMARY,5/16/2017,1910,PHILA WD 19 DIV 10,NO AFFILIATION,2
2017 MUNICIPAL PRIMARY,5/16/2017,1910,PHILA WD 19 DIV 10,OTHER,1
2017 MUNICIPAL PRIMARY,5/16/2017,1910,PHILA WD 19 DIV 10,REPUBLICAN,2
2017 MUNICIPAL PRIMARY,5/16/2017,1911,PHILA WD 19 DIV 11,DEMOCRATIC,33
2017 MUNICIPAL PRIMARY,5/16/2017,1911,PHILA WD 19 DIV 11,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1911,PHILA WD 19 DIV 11,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1912,PHILA WD 19 DIV 12,DEMOCRATIC,64
2017 MUNICIPAL PRIMARY,5/16/2017,1912,PHILA WD 19 DIV 12,GREEN,2
2017 MUNICIPAL PRIMARY,5/16/2017,1912,PHILA WD 19 DIV 12,NO AFFILIATION,1
2017 MUNICIPAL PRIMARY,5/16/2017,1912,PHILA WD 19 DIV 12,REPUBLICAN,1
2017 MUNICIPAL PRIMARY,5/16/2017,1913,PHILA WD 19 DIV 13,DEMOCRATIC,65
