election,election_date,precinct_description,precinct_code,political_party,voter_count
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 30,2130,DEMOCRATIC,125
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 30,2130,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 30,2130,REPUBLICAN,22
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 31,2131,DEMOCRATIC,100
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 31,2131,INDEPENDENT,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 31,2131,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 31,2131,REPUBLICAN,22
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 32,2132,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 32,2132,DEMOCRATIC,67
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 32,2132,REPUBLICAN,20
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 33,2133,DEMOCRATIC,194
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 33,2133,NO AFFILIATION,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 33,2133,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 33,2133,REPUBLICAN,39
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 34,2134,DEMOCRATIC,191
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 34,2134,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 34,2134,NO AFFILIATION,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 34,2134,REPUBLICAN,50
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 35,2135,DEMOCRATIC,126
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 35,2135,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 35,2135,REPUBLICAN,12
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 36,2136,DEMOCRATIC,51
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 36,2136,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 36,2136,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 37,2137,DEMOCRATIC,73
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 37,2137,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 37,2137,REPUBLICAN,14
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 38,2138,DEMOCRATIC,103
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 38,2138,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 38,2138,REPUBLICAN,27
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 39,2139,DEMOCRATIC,124
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 39,2139,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 39,2139,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 39,2139,REPUBLICAN,22
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 40,2140,DEMOCRATIC,118
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 40,2140,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 40,2140,REPUBLICAN,27
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 41,2141,DEMOCRATIC,121
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 41,2141,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 41,2141,REPUBLICAN,23
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 42,2142,DEMOCRATIC,55
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 42,2142,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 42,2142,REPUBLICAN,25
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 43,2143,DEMOCRATIC,75
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 43,2143,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 43,2143,REPUBLICAN,24
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 44,2144,DEMOCRATIC,61
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 44,2144,NO AFFILIATION,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 44,2144,REPUBLICAN,53
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 45,2145,DEMOCRATIC,180
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 45,2145,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 45,2145,NON-PARTISAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 21 DIV 45,2145,REPUBLICAN,30
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 01,2201,DEMOCRATIC,382
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 01,2201,GREEN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 01,2201,INDEPENDANT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 01,2201,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 01,2201,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 01,2201,UNDECIDED,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 02,2202,DEMOCRATIC,347
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 02,2202,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 02,2202,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 02,2202,REPUBLICAN,11
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 03,2203,DEMOCRATIC,200
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 03,2203,GREEN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 03,2203,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 03,2203,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 03,2203,SOCIALIST,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 04,2204,DEMOCRATIC,188
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 04,2204,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 04,2204,NON-PARTISAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 04,2204,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 05,2205,DEMOCRATIC,240
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 05,2205,NO AFFILIATION,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 05,2205,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 05,2205,REPUBLICAN,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 06,2206,DEMOCRATIC,288
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 06,2206,GREEN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 06,2206,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 06,2206,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 06,2206,REPUBLICAN,14
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 07,2207,DEMOCRATIC,262
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 07,2207,NO AFFILIATION,9
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 07,2207,REPUBLICAN,10
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 08,2208,DEMOCRATIC,179
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 08,2208,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 08,2208,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 08,2208,SOCIALIST,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 09,2209,DEMOCRATIC,142
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 09,2209,INDEPENDENT,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 09,2209,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 10,2210,DEMOCRATIC,187
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 10,2210,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 10,2210,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 11,2211,DEMOCRATIC,127
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 11,2211,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 11,2211,NO PARTY,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 11,2211,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 11,2211,REPUBLICAN,8
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 12,2212,DEMOCRATIC,143
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 12,2212,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 13,2213,DEMOCRATIC,139
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 13,2213,NO AFFILIATION,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 13,2213,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 14,2214,DEMOCRATIC,154
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 14,2214,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 14,2214,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 14,2214,REPUBLICAN,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 15,2215,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 15,2215,DEMOCRATIC,169
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 15,2215,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 15,2215,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 16,2216,DEMOCRATIC,149
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 16,2216,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 16,2216,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 17,2217,DEMOCRATIC,224
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 17,2217,INDEPENDENT,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 17,2217,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 17,2217,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 18,2218,DEMOCRATIC,169
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 18,2218,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 18,2218,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 18,2218,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 19,2219,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 19,2219,DEMOCRATIC,165
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 19,2219,NO AFFILIATION,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 19,2219,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 19,2219,REPUBLICAN,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 20,2220,DEMOCRATIC,130
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 20,2220,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 20,2220,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 20,2220,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 21,2221,DEMOCRATIC,132
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 21,2221,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 21,2221,NO AFFILIATION,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 21,2221,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 22,2222,DEMOCRATIC,125
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 22,2222,NO AFFILIATION,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 22,2222,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 23,2223,DEMOCRATIC,222
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 23,2223,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 23,2223,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 23,2223,REPUBLICAN,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 24,2224,DEMOCRATIC,237
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 24,2224,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 24,2224,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 25,2225,DEMOCRATIC,148
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 25,2225,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 26,2226,DEMOCRATIC,154
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 26,2226,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 26,2226,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 26,2226,PIRATE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 26,2226,REPUBLICAN,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 27,2227,DEMOCRATIC,207
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 27,2227,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 27,2227,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 28,2228,DEMOCRATIC,152
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 28,2228,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 28,2228,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 29,2229,DEMOCRATIC,218
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 29,2229,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 22 DIV 29,2229,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 01,2301,DEMOCRATIC,38
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 01,2301,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 02,2302,DEMOCRATIC,39
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 02,2302,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 02,2302,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 03,2303,DEMOCRATIC,39
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 03,2303,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 04,2304,DEMOCRATIC,64
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 04,2304,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 04,2304,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 04,2304,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 05,2305,DEMOCRATIC,44
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 05,2305,REPUBLICAN,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 06,2306,DEMOCRATIC,56
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 06,2306,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 06,2306,REPUBLICAN,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 07,2307,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 07,2307,DEMOCRATIC,55
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 07,2307,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 07,2307,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 07,2307,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 08,2308,DEMOCRATIC,84
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 08,2308,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 08,2308,REPUBLICAN,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 09,2309,DEMOCRATIC,113
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 09,2309,INDEPENDENT,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 09,2309,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 09,2309,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 09,2309,REPUBLICAN,13
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 10,2310,DEMOCRATIC,109
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 10,2310,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 10,2310,REPUBLICAN,19
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 11,2311,DEMOCRATIC,53
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 11,2311,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 11,2311,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 11,2311,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 12,2312,DEMOCRATIC,36
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 12,2312,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 13,2313,DEMOCRATIC,141
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 13,2313,NO AFFILIATION,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 13,2313,REPUBLICAN,17
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 14,2314,DEMOCRATIC,76
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 14,2314,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 14,2314,REPUBLICAN,17
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 15,2315,DEMOCRATIC,37
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 15,2315,REPUBLICAN,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 16,2316,DEMOCRATIC,80
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 16,2316,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 17,2317,DEMOCRATIC,65
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 17,2317,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 17,2317,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 18,2318,DEMOCRATIC,61
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 18,2318,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 19,2319,DEMOCRATIC,63
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 19,2319,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 19,2319,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 20,2320,DEMOCRATIC,76
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 20,2320,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 20,2320,N/A,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 20,2320,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 20,2320,REPUBLICAN,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 21,2321,DEMOCRATIC,93
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 21,2321,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 21,2321,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 21,2321,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 22,2322,DEMOCRATIC,29
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 22,2322,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 23,2323,DEMOCRATIC,28
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 23,2323,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 23 DIV 23,2323,REPUBLICAN,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 01,2401,DEMOCRATIC,76
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 01,2401,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 01,2401,OTHER,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 01,2401,REPUBLICAN,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 02,2402,DEMOCRATIC,66
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 02,2402,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 02,2402,REPUBLICAN,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 03,2403,DEMOCRATIC,102
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 03,2403,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 03,2403,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 04,2404,DEMOCRATIC,80
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 04,2404,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 05,2405,DEMOCRATIC,129
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 05,2405,NO AFFILIATION,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 05,2405,REPUBLICAN,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 06,2406,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 06,2406,DEMOCRATIC,227
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 06,2406,INDEPENDENT,3
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 06,2406,LIBERTARIAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 06,2406,NO AFFILIATION,7
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 06,2406,REPUBLICAN,6
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 07,2407,DEMOCRATIC,68
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 07,2407,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 07,2407,REPUBLICAN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 07,2407,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 08,2408,UNKNOWN,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 08,2408,DEMOCRATIC,120
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 08,2408,INDEPENDENT,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 08,2408,NO AFFILIATION,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 08,2408,NONE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 08,2408,REPUBLICAN,4
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 09,2409,DEMOCRATIC,47
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 09,2409,INDEPENDENCE,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 09,2409,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 09,2409,REPUBLICAN,2
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 10,2410,DEMOCRATIC,21
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 10,2410,NO AFFILIATION,1
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 10,2410,REPUBLICAN,5
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 11,2411,DEMOCRATIC,50
2018 GENERAL PRIMARY,5/15/2018,PHILA WD 24 DIV 11,2411,NO AFFILIATION,1
